dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1490576400,2017-03-27 01:00:00 +0000 UTC,4138106,,,,281.29,279.15,283.15,1024,,,93,4,70,,,,,,,,,90,701,Mist,mist,50n
1490580000,2017-03-27 02:00:00 +0000 UTC,4138106,,,,281.07,280.15,282.15,1024,,,93,4,80,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490580000,2017-03-27 02:00:00 +0000 UTC,4138106,,,,281.07,280.15,282.15,1024,,,93,4,80,,,,,,,,,90,701,Mist,mist,50n
1490580000,2017-03-27 02:00:00 +0000 UTC,4138106,,,,281.07,280.15,282.15,1024,,,93,4,80,,,,,,,,,90,500,Rain,light rain,10n
1490583600,2017-03-27 03:00:00 +0000 UTC,4138106,,,,280.65,279.15,282.15,1024,,,100,3,70,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490583600,2017-03-27 03:00:00 +0000 UTC,4138106,,,,280.65,279.15,282.15,1024,,,100,3,70,,,,,,,,,90,701,Mist,mist,50n
1490583600,2017-03-27 03:00:00 +0000 UTC,4138106,,,,280.65,279.15,282.15,1024,,,100,3,70,,,,,,,,,90,500,Rain,light rain,10n
1490587200,2017-03-27 04:00:00 +0000 UTC,4138106,,,,280.75,279.15,282.15,1023,,,100,4,80,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490587200,2017-03-27 04:00:00 +0000 UTC,4138106,,,,280.75,279.15,282.15,1023,,,100,4,80,,,,,,,,,90,701,Mist,mist,50n
1490587200,2017-03-27 04:00:00 +0000 UTC,4138106,,,,280.75,279.15,282.15,1023,,,100,4,80,,,,,,,,,90,500,Rain,light rain,10n
1490590800,2017-03-27 05:00:00 +0000 UTC,4138106,,,,280.61,279.15,282.15,1022,,,100,3,80,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490590800,2017-03-27 05:00:00 +0000 UTC,4138106,,,,280.61,279.15,282.15,1022,,,100,3,80,,,,,,,,,90,701,Mist,mist,50n
1490590800,2017-03-27 05:00:00 +0000 UTC,4138106,,,,280.61,279.15,282.15,1022,,,100,3,80,,,,,,,,,90,500,Rain,light rain,10n
1490594400,2017-03-27 06:00:00 +0000 UTC,4138106,,,,280.48,279.15,282.15,1022,,,100,2,90,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490594400,2017-03-27 06:00:00 +0000 UTC,4138106,,,,280.48,279.15,282.15,1022,,,100,2,90,,,,,,,,,90,701,Mist,mist,50n
1490594400,2017-03-27 06:00:00 +0000 UTC,4138106,,,,280.48,279.15,282.15,1022,,,100,2,90,,,,,,,,,90,741,Fog,fog,50n
1490594400,2017-03-27 06:00:00 +0000 UTC,4138106,,,,280.48,279.15,282.15,1022,,,100,2,90,,,,,,,,,90,501,Rain,moderate rain,10n
1490598000,2017-03-27 07:00:00 +0000 UTC,4138106,,,,280.58,279.15,282.15,1021,,,100,2,90,,,,,,,,,90,701,Mist,mist,50n
1490598000,2017-03-27 07:00:00 +0000 UTC,4138106,,,,280.58,279.15,282.15,1021,,,100,2,90,,,,,,,,,90,741,Fog,fog,50n
1490598000,2017-03-27 07:00:00 +0000 UTC,4138106,,,,280.58,279.15,282.15,1021,,,100,2,90,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490598000,2017-03-27 07:00:00 +0000 UTC,4138106,,,,280.58,279.15,282.15,1021,,,100,2,90,,,,,,,,,90,500,Rain,light rain,10n
1490601600,2017-03-27 08:00:00 +0000 UTC,4138106,,,,280.55,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490601600,2017-03-27 08:00:00 +0000 UTC,4138106,,,,280.55,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,701,Mist,mist,50n
1490601600,2017-03-27 08:00:00 +0000 UTC,4138106,,,,280.55,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,500,Rain,light rain,10n
1490601600,2017-03-27 08:00:00 +0000 UTC,4138106,,,,280.55,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,741,Fog,fog,50n
1490605200,2017-03-27 09:00:00 +0000 UTC,4138106,,,,280.62,279.15,282.15,1020,,,100,1,100,,,,,,,,,90,701,Mist,mist,50n
1490605200,2017-03-27 09:00:00 +0000 UTC,4138106,,,,280.62,279.15,282.15,1020,,,100,1,100,,,,,,,,,90,741,Fog,fog,50n
1490605200,2017-03-27 09:00:00 +0000 UTC,4138106,,,,280.62,279.15,282.15,1020,,,100,1,100,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490608800,2017-03-27 10:00:00 +0000 UTC,4138106,,,,280.68,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,701,Mist,mist,50n
1490608800,2017-03-27 10:00:00 +0000 UTC,4138106,,,,280.68,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,741,Fog,fog,50n
1490608800,2017-03-27 10:00:00 +0000 UTC,4138106,,,,280.68,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,301,Drizzle,drizzle,09n
1490608800,2017-03-27 10:00:00 +0000 UTC,4138106,,,,280.68,279.15,282.15,1020,,,100,4,180,,,,,,,,,90,500,Rain,light rain,10n
1490612400,2017-03-27 11:00:00 +0000 UTC,4138106,,,,280.81,279.15,282.15,1020,,,100,1,350,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490612400,2017-03-27 11:00:00 +0000 UTC,4138106,,,,280.81,279.15,282.15,1020,,,100,1,350,,,,,,,,,90,741,Fog,fog,50n
1490612400,2017-03-27 11:00:00 +0000 UTC,4138106,,,,280.81,279.15,282.15,1020,,,100,1,350,,,,,,,,,90,701,Mist,mist,50n
1490612400,2017-03-27 11:00:00 +0000 UTC,4138106,,,,280.81,279.15,282.15,1020,,,100,1,350,,,,,,,,,90,500,Rain,light rain,10n
1490616000,2017-03-27 12:00:00 +0000 UTC,4138106,,,,281.08,280.15,282.15,1019,,,100,1,130,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1490616000,2017-03-27 12:00:00 +0000 UTC,4138106,,,,281.08,280.15,282.15,1019,,,100,1,130,,,,,,,,,90,741,Fog,fog,50d
1490616000,2017-03-27 12:00:00 +0000 UTC,4138106,,,,281.08,280.15,282.15,1019,,,100,1,130,,,,,,,,,90,701,Mist,mist,50d
1490619600,2017-03-27 13:00:00 +0000 UTC,4138106,,,,281.44,280.15,283.15,1019,,,100,1,180,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1490619600,2017-03-27 13:00:00 +0000 UTC,4138106,,,,281.44,280.15,283.15,1019,,,100,1,180,,,,,,,,,90,741,Fog,fog,50d
1490619600,2017-03-27 13:00:00 +0000 UTC,4138106,,,,281.44,280.15,283.15,1019,,,100,1,180,,,,,,,,,90,701,Mist,mist,50d
1490623200,2017-03-27 14:00:00 +0000 UTC,4138106,,,,282.21,280.15,284.15,1019,,,100,3,170,,,,,,,,,90,701,Mist,mist,50d
1490623200,2017-03-27 14:00:00 +0000 UTC,4138106,,,,282.21,280.15,284.15,1019,,,100,3,170,,,,,,,,,90,741,Fog,fog,50d
1490626800,2017-03-27 15:00:00 +0000 UTC,4138106,,,,283.27,281.15,286.15,1019,,,100,4,170,,,,,,,,,90,701,Mist,mist,50d
1490630400,2017-03-27 16:00:00 +0000 UTC,4138106,,,,284.59,281.15,287.15,1018,,,87,3,170,,,,,,,,,90,701,Mist,mist,50d
1490630400,2017-03-27 16:00:00 +0000 UTC,4138106,,,,284.59,281.15,287.15,1018,,,87,3,170,,,,,,,,,90,721,Haze,haze,50d
1490634000,2017-03-27 17:00:00 +0000 UTC,4138106,,,,286.07,284.15,288.15,1018,,,82,2,254,,,,,,,,,90,721,Haze,haze,50d
1490634000,2017-03-27 17:00:00 +0000 UTC,4138106,,,,286.07,284.15,288.15,1018,,,82,2,254,,,,,,,,,90,701,Mist,mist,50d
1490634000,2017-03-27 17:00:00 +0000 UTC,4138106,,,,286.07,284.15,288.15,1018,,,82,2,254,,,,,,,,,90,500,Rain,light rain,10d
1490637600,2017-03-27 18:00:00 +0000 UTC,4138106,,,,289.19,285.15,292.15,1017,,,72,3,160,,,,,,,,,40,701,Mist,mist,50d
1490641200,2017-03-27 19:00:00 +0000 UTC,4138106,,,,291.18,287.15,295.15,1016,,,64,1,120,,,,,,,,,75,803,Clouds,broken clouds,04d
1490644800,2017-03-27 20:00:00 +0000 UTC,4138106,,,,293.5,290.15,296.15,1015,,,56,2,40,,,,,,,,,1,800,Clear,sky is clear,01d
1490648400,2017-03-27 21:00:00 +0000 UTC,4138106,,,,295.31,293.15,298.15,1014,,,56,2,10,,,,,,,,,75,803,Clouds,broken clouds,04d
1490652000,2017-03-27 22:00:00 +0000 UTC,4138106,,,,295.9,293.15,298.15,1013,,,56,1,50,,,,,,,,,75,803,Clouds,broken clouds,04d
1490655600,2017-03-27 23:00:00 +0000 UTC,4138106,,,,294.61,292.15,297.15,1013,,,60,6,110,,,,,,,,,75,803,Clouds,broken clouds,04d
1490659200,2017-03-28 00:00:00 +0000 UTC,4138106,,,,292.69,289.15,296.15,1013,,,68,1,60,,,,,,,,,75,803,Clouds,broken clouds,04n
1490662800,2017-03-28 01:00:00 +0000 UTC,4138106,,,,290.79,286.15,295.15,1014,,,72,1,30,,,,,,,,,75,803,Clouds,broken clouds,04n
1490666400,2017-03-28 02:00:00 +0000 UTC,4138106,,,,290.68,287.15,294.15,1014,,,72,3,360,,,,,,,,,90,500,Rain,light rain,10n
1490670000,2017-03-28 03:00:00 +0000 UTC,4138106,,,,289.29,286.15,292.15,1013,,,77,2,60,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490673600,2017-03-28 04:00:00 +0000 UTC,4138106,,,,288.58,286.15,291.15,1013,,,77,1,64,,,,,,,,,75,803,Clouds,broken clouds,04n
1490677200,2017-03-28 05:00:00 +0000 UTC,4138106,,,,288.08,285.15,290.15,1013,,,82,1,95,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490680800,2017-03-28 06:00:00 +0000 UTC,4138106,,,,286.83,284.15,290.15,1012,,,93,1,95,,,,,,,,,90,741,Fog,fog,50n
1490684400,2017-03-28 07:00:00 +0000 UTC,4138106,,,,286.85,283.15,291.15,1012,,,87,1,95,,,,,,,,,90,741,Fog,fog,50n
1490684400,2017-03-28 07:00:00 +0000 UTC,4138106,,,,286.85,283.15,291.15,1012,,,87,1,95,,,,,,,,,90,701,Mist,mist,50n
1490688000,2017-03-28 08:00:00 +0000 UTC,4138106,,,,286.99,284.15,291.15,1011,,,82,2,190,,,,,,,,,90,701,Mist,mist,50n
1490691600,2017-03-28 09:00:00 +0000 UTC,4138106,,,,286.22,283.15,289.15,1011,,,87,1,200,,,,,,,,,90,500,Rain,light rain,10n
1490691600,2017-03-28 09:00:00 +0000 UTC,4138106,,,,286.22,283.15,289.15,1011,,,87,1,200,,,,,,,,,90,701,Mist,mist,50n
1490691600,2017-03-28 09:00:00 +0000 UTC,4138106,,,,286.22,283.15,289.15,1011,,,87,1,200,,,,,,,,,90,211,Thunderstorm,thunderstorm,11n
1490695200,2017-03-28 10:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,3,190,,,,,,,,,90,701,Mist,mist,50n
1490695200,2017-03-28 10:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,3,190,,,,,,,,,90,741,Fog,fog,50n
1490695200,2017-03-28 10:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,3,190,,,,,,,,,90,500,Rain,light rain,10n
1490695200,2017-03-28 10:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,3,190,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1490698800,2017-03-28 11:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,1,190,,,,,,,,,75,701,Mist,mist,50n
1490698800,2017-03-28 11:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,1,190,,,,,,,,,75,741,Fog,fog,50n
1490698800,2017-03-28 11:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,1,190,,,,,,,,,75,500,Rain,light rain,10n
1490698800,2017-03-28 11:00:00 +0000 UTC,4138106,,,,286.23,284.15,289.15,1011,,,87,1,190,,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11n
1490702400,2017-03-28 12:00:00 +0000 UTC,4138106,,,,286.76,284.15,290.15,1011,,,82,3,190,,,,,,,,,75,701,Mist,mist,50d
1490702400,2017-03-28 12:00:00 +0000 UTC,4138106,,,,286.76,284.15,290.15,1011,,,82,3,190,,,,,,,,,75,230,Thunderstorm,thunderstorm with light drizzle,11d
1490702400,2017-03-28 12:00:00 +0000 UTC,4138106,,,,286.76,284.15,290.15,1011,,,82,3,190,,,,,,,,,75,500,Rain,light rain,10d
1490702400,2017-03-28 12:00:00 +0000 UTC,4138106,,,,286.76,284.15,290.15,1011,,,82,3,190,,,,,,,,,75,741,Fog,fog,50d
1490706000,2017-03-28 13:00:00 +0000 UTC,4138106,,,,287.99,285.15,291.15,1012,,,82,3,200,,,,,,,,,90,201,Thunderstorm,proximity thunderstorm with rain,11d
1490706000,2017-03-28 13:00:00 +0000 UTC,4138106,,,,287.99,285.15,291.15,1012,,,82,3,200,,,,,,,,,90,701,Mist,mist,50d
1490706000,2017-03-28 13:00:00 +0000 UTC,4138106,,,,287.99,285.15,291.15,1012,,,82,3,200,,,,,,,,,90,500,Rain,light rain,10d
1490709600,2017-03-28 14:00:00 +0000 UTC,4138106,,,,288.22,285.15,291.15,1011,,,88,4,260,,,,,,,,,90,501,Rain,moderate rain,10d
1490709600,2017-03-28 14:00:00 +0000 UTC,4138106,,,,288.22,285.15,291.15,1011,,,88,4,260,,,,,,,,,90,741,Fog,fog,50d
1490713200,2017-03-28 15:00:00 +0000 UTC,4138106,,,,288.62,285.15,291.15,1011,,,88,4,240,,,,,,,,,90,502,Rain,heavy intensity rain,10d
1490713200,2017-03-28 15:00:00 +0000 UTC,4138106,,,,288.62,285.15,291.15,1011,,,88,4,240,,,,,,,,,90,701,Mist,mist,50d
1490716800,2017-03-28 16:00:00 +0000 UTC,4138106,,,,289.85,285.15,294.15,1011,,,77,4,280,,,,,,,,,90,500,Rain,light rain,10d
1490716800,2017-03-28 16:00:00 +0000 UTC,4138106,,,,289.85,285.15,294.15,1011,,,77,4,280,,,,,,,,,90,701,Mist,mist,50d
1490716800,2017-03-28 16:00:00 +0000 UTC,4138106,,,,289.85,285.15,294.15,1011,,,77,4,280,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1490720400,2017-03-28 17:00:00 +0000 UTC,4138106,,,,290.56,286.15,294.15,1011,,,82,3,250,,,,,,,,,90,500,Rain,light rain,10d
1490720400,2017-03-28 17:00:00 +0000 UTC,4138106,,,,290.56,286.15,294.15,1011,,,82,3,250,,,,,,,,,90,701,Mist,mist,50d
1490720400,2017-03-28 17:00:00 +0000 UTC,4138106,,,,290.56,286.15,294.15,1011,,,82,3,250,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1490724000,2017-03-28 18:00:00 +0000 UTC,4138106,,,,289.15,289.15,289.15,1011,,,87,2,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1490727600,2017-03-28 19:00:00 +0000 UTC,4138106,,,,293.06,290.15,295.15,1010,,,60,3,290,,,,,,,,,75,803,Clouds,broken clouds,04d
1490731200,2017-03-28 20:00:00 +0000 UTC,4138106,,,,293.14,291.15,294.15,1010,,,64,3,330,,,,,,,,,75,500,Rain,light rain,10d
1490734800,2017-03-28 21:00:00 +0000 UTC,4138106,,,,294.22,292.15,296.15,1010,,,53,4,330,,,,,,,,,75,803,Clouds,broken clouds,04d
1490738400,2017-03-28 22:00:00 +0000 UTC,4138106,,,,293.69,290.15,295.15,1011,,,53,5,320,,,,,,,,,75,500,Rain,light rain,10d
1490742000,2017-03-28 23:00:00 +0000 UTC,4138106,,,,292.83,290.15,295.15,1011,,,56,5,330,,,,,,,,,90,500,Rain,light rain,10d
1490745600,2017-03-29 00:00:00 +0000 UTC,4138106,,,,291.58,288.15,294.15,1012,,,56,4,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1490749200,2017-03-29 01:00:00 +0000 UTC,4138106,,,,290.61,289.15,292.15,1013,,,68,2,340,,,,,,,,,75,501,Rain,moderate rain,10n
1490749200,2017-03-29 01:00:00 +0000 UTC,4138106,,,,290.61,289.15,292.15,1013,,,68,2,340,,,,,,,,,75,701,Mist,mist,50n
1490749200,2017-03-29 01:00:00 +0000 UTC,4138106,,,,290.61,289.15,292.15,1013,,,68,2,340,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1490752800,2017-03-29 02:00:00 +0000 UTC,4138106,,,,289.3,287.15,291.15,1014,,,72,4,350,,,,,,,,,90,500,Rain,light rain,10n
1490756400,2017-03-29 03:00:00 +0000 UTC,4138106,,,,289.73,289.15,291.15,1014,,,72,4,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490760000,2017-03-29 04:00:00 +0000 UTC,4138106,,,,289.15,287.15,291.15,1015,,,72,4,360,,,,,,,,,90,501,Rain,moderate rain,10n
1490760000,2017-03-29 04:00:00 +0000 UTC,4138106,,,,289.15,287.15,291.15,1015,,,72,4,360,,,,,,,,,90,701,Mist,mist,50n
1490763600,2017-03-29 05:00:00 +0000 UTC,4138106,,,,288.6,287.15,290.15,1015,,,72,3,360,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490763600,2017-03-29 05:00:00 +0000 UTC,4138106,,,,288.6,287.15,290.15,1015,,,72,3,360,,,,,,,,,90,701,Mist,mist,50n
1490763600,2017-03-29 05:00:00 +0000 UTC,4138106,,,,288.6,287.15,290.15,1015,,,72,3,360,,,,,,,,,90,501,Rain,moderate rain,10n
1490767200,2017-03-29 06:00:00 +0000 UTC,4138106,,,,288.53,287.15,290.15,1015,,,72,5,20,,,,,,,,,90,500,Rain,light rain,10n
1490770800,2017-03-29 07:00:00 +0000 UTC,4138106,,,,288.15,286.15,290.15,1016,,,87,3,330,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490774400,2017-03-29 08:00:00 +0000 UTC,4138106,,,,287.85,286.15,289.15,1016,,,87,3,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490778000,2017-03-29 09:00:00 +0000 UTC,4138106,,,,287.31,285.15,289.15,1016,,,82,4,350,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490781600,2017-03-29 10:00:00 +0000 UTC,4138106,,,,286.57,284.15,288.15,1017,,,82,5,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490785200,2017-03-29 11:00:00 +0000 UTC,4138106,,,,286.15,282.15,288.15,1018,,,71,5,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490788800,2017-03-29 12:00:00 +0000 UTC,4138106,,,,284.94,281.15,288.15,1019,,,71,5,350,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490792400,2017-03-29 13:00:00 +0000 UTC,4138106,,,,284.64,281.15,287.15,1020,,,66,5,10,,,,,,,,,75,803,Clouds,broken clouds,04d
1490796000,2017-03-29 14:00:00 +0000 UTC,4138106,,,,285,282.15,288.15,1020,,,62,6,10,,,,,,,,,75,803,Clouds,broken clouds,04d
1490799600,2017-03-29 15:00:00 +0000 UTC,4138106,,,,285.91,284.15,288.15,1021,,,54,5,330,,,,,,,,,1,800,Clear,sky is clear,01d
1490803200,2017-03-29 16:00:00 +0000 UTC,4138106,,,,287.27,284.15,290.15,1021,,,51,4,10,,,,,,,,,20,801,Clouds,few clouds,02d
1490806800,2017-03-29 17:00:00 +0000 UTC,4138106,,,,288.55,287.15,290.15,1020,,,44,6,10,,,,,,,,,1,800,Clear,sky is clear,01d
1490810400,2017-03-29 18:00:00 +0000 UTC,4138106,,,,289.81,289.15,291.15,1020,,,39,6,340,,,,,,,,,20,801,Clouds,few clouds,02d
1490814000,2017-03-29 19:00:00 +0000 UTC,4138106,,,,290.3,288.15,292.15,1019,,,37,5,350,,,,,,,,,20,801,Clouds,few clouds,02d
1490817600,2017-03-29 20:00:00 +0000 UTC,4138106,,,,290.77,289.15,292.15,1019,,,34,4,350,,,,,,,,,20,801,Clouds,few clouds,02d
1490821200,2017-03-29 21:00:00 +0000 UTC,4138106,,,,290.93,289.15,293.15,1019,,,32,3,30,,,,,,,,,20,801,Clouds,few clouds,02d
1490824800,2017-03-29 22:00:00 +0000 UTC,4138106,,,,290.75,289.15,293.15,1019,,,34,4,20,,,,,,,,,20,801,Clouds,few clouds,02d
1490828400,2017-03-29 23:00:00 +0000 UTC,4138106,,,,290.23,288.15,292.15,1020,,,42,5,20,,,,,,,,,20,801,Clouds,few clouds,02d
1490832000,2017-03-30 00:00:00 +0000 UTC,4138106,,,,289,287.15,291.15,1021,,,41,5,30,,,,,,,,,40,802,Clouds,scattered clouds,03n
1490835600,2017-03-30 01:00:00 +0000 UTC,4138106,,,,287.08,284.15,290.15,1021,,,38,5,40,,,,,,,,,20,801,Clouds,few clouds,02n
1490839200,2017-03-30 02:00:00 +0000 UTC,4138106,,,,285.92,284.15,288.15,1022,,,44,5,40,,,,,,,,,20,801,Clouds,few clouds,02n
1490842800,2017-03-30 03:00:00 +0000 UTC,4138106,,,,284.29,281.15,287.15,1022,,,43,4,40,,,,,,,,,1,800,Clear,sky is clear,01n
1490846400,2017-03-30 04:00:00 +0000 UTC,4138106,,,,283.35,280.15,286.15,1023,,,46,4,40,,,,,,,,,20,801,Clouds,few clouds,02n
1490850000,2017-03-30 05:00:00 +0000 UTC,4138106,,,,282.94,280.15,285.15,1023,,,50,2,60,,,,,,,,,1,800,Clear,sky is clear,01n
1490853600,2017-03-30 06:00:00 +0000 UTC,4138106,,,,281.69,278.15,285.15,1023,,,68,3,50,,,,,,,,,20,801,Clouds,few clouds,02n
1490857200,2017-03-30 07:00:00 +0000 UTC,4138106,,,,280.3,277.15,284.15,1023,,,68,4,70,,,,,,,,,20,801,Clouds,few clouds,02n
1490860800,2017-03-30 08:00:00 +0000 UTC,4138106,,,,279.76,275.15,284.15,1023,,,73,4,50,,,,,,,,,75,803,Clouds,broken clouds,04n
1490864400,2017-03-30 09:00:00 +0000 UTC,4138106,,,,279.15,275.15,283.15,1024,,,49,3,70,,,,,,,,,40,802,Clouds,scattered clouds,03n
1490868000,2017-03-30 10:00:00 +0000 UTC,4138106,,,,279.34,275.15,283.15,1024,,,49,4,60,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490871600,2017-03-30 11:00:00 +0000 UTC,4138106,,,,279.87,276.15,282.15,1024,,,52,5,50,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490875200,2017-03-30 12:00:00 +0000 UTC,4138106,,,,279.72,276.15,282.15,1025,,,52,6,50,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490878800,2017-03-30 13:00:00 +0000 UTC,4138106,,,,280.22,278.15,282.15,1025,,,52,3,60,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490882400,2017-03-30 14:00:00 +0000 UTC,4138106,,,,280.65,279.15,283.15,1025,,,49,3,90,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490886000,2017-03-30 15:00:00 +0000 UTC,4138106,,,,281.43,279.15,283.15,1025,,,46,2,100,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490889600,2017-03-30 16:00:00 +0000 UTC,4138106,,,,282.29,280.15,285.15,1024,,,58,3,102,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490893200,2017-03-30 17:00:00 +0000 UTC,4138106,,,,283.35,280.15,285.15,1023,,,52,1,90,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490896800,2017-03-30 18:00:00 +0000 UTC,4138106,,,,283.93,281.15,286.15,1022,,,46,4,180,,,,,,,,,90,211,Thunderstorm,thunderstorm,11d
1490900400,2017-03-30 19:00:00 +0000 UTC,4138106,,,,283.94,281.15,286.15,1021,,,46,4,160,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490904000,2017-03-30 20:00:00 +0000 UTC,4138106,,,,284.08,281.15,287.15,1020,,,50,4,150,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490907600,2017-03-30 21:00:00 +0000 UTC,4138106,,,,284.08,281.15,287.15,1020,,,50,3,120,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490911200,2017-03-30 22:00:00 +0000 UTC,4138106,,,,284.44,282.15,286.15,1019,,,58,5,150,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1490914800,2017-03-30 23:00:00 +0000 UTC,4138106,,,,284.22,282.15,285.15,1019,,,58,4,130,,,,,,,,,90,804,Clouds,overcast clouds,04d
1490918400,2017-03-31 00:00:00 +0000 UTC,4138106,,,,283.86,282.15,285.15,1018,,,62,5,140,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490922000,2017-03-31 01:00:00 +0000 UTC,4138106,,,,283.46,281.15,285.15,1019,,,62,5,170,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490925600,2017-03-31 02:00:00 +0000 UTC,4138106,,,,282.92,281.15,284.15,1019,,,66,5,150,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490929200,2017-03-31 03:00:00 +0000 UTC,4138106,,,,282.65,281.15,284.15,1018,,,66,5,150,,,,,,,,,90,804,Clouds,overcast clouds,04n
1490932800,2017-03-31 04:00:00 +0000 UTC,4138106,,,,281.95,280.15,283.15,1018,,,70,5,150,,,,,,,,,90,500,Rain,light rain,10n
1490936400,2017-03-31 05:00:00 +0000 UTC,4138106,,,,281.75,280.15,283.15,1017,,,70,4,150,,,,,,,,,90,500,Rain,light rain,10n
1490940000,2017-03-31 06:00:00 +0000 UTC,4138106,,,,281.48,279.15,283.15,1017,,,70,4,160,,,,,,,,,90,500,Rain,light rain,10n
1490943600,2017-03-31 07:00:00 +0000 UTC,4138106,,,,281.28,279.15,283.15,1016,,,81,3,110,,,,,,,,,90,500,Rain,light rain,10n
1490947200,2017-03-31 08:00:00 +0000 UTC,4138106,,,,280.82,279.15,282.15,1015,,,81,4,90,,,,,,,,,90,500,Rain,light rain,10n
1490950800,2017-03-31 09:00:00 +0000 UTC,4138106,,,,280.37,278.15,282.15,1015,,,93,3,70,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490950800,2017-03-31 09:00:00 +0000 UTC,4138106,,,,280.37,278.15,282.15,1015,,,93,3,70,,,,,,,,,90,500,Rain,light rain,10n
1490954400,2017-03-31 10:00:00 +0000 UTC,4138106,,,,279.62,277.15,282.15,1014,,,93,4,70,,,,,,,,,90,500,Rain,light rain,10n
1490954400,2017-03-31 10:00:00 +0000 UTC,4138106,,,,279.62,277.15,282.15,1014,,,93,4,70,,,,,,,,,90,301,Drizzle,drizzle,09n
1490954400,2017-03-31 10:00:00 +0000 UTC,4138106,,,,279.62,277.15,282.15,1014,,,93,4,70,,,,,,,,,90,701,Mist,mist,50n
1490958000,2017-03-31 11:00:00 +0000 UTC,4138106,,,,279.61,278.15,281.15,1014,,,93,5,50,,,,,,,,,90,501,Rain,moderate rain,10n
1490958000,2017-03-31 11:00:00 +0000 UTC,4138106,,,,279.61,278.15,281.15,1014,,,93,5,50,,,,,,,,,90,701,Mist,mist,50n
1490958000,2017-03-31 11:00:00 +0000 UTC,4138106,,,,279.61,278.15,281.15,1014,,,93,5,50,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1490961600,2017-03-31 12:00:00 +0000 UTC,4138106,,,,279.46,278.15,281.15,1012,,,100,5,50,,,,,,,,,90,501,Rain,moderate rain,10d
