dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1464739200,2016-06-01 00:00:00 +0000 UTC,4138106,,,,298.5,295.15,302.15,1015,,,65,1,19,9.65,,,,,,,,1,502,Rain,heavy intensity rain,10n
1464742800,2016-06-01 01:00:00 +0000 UTC,4138106,,,,295.98,293.15,300.15,1015,,,83,1,19,,,,,,,,,1,800,Clear,sky is clear,01n
1464746400,2016-06-01 02:00:00 +0000 UTC,4138106,,,,294.81,292.04,300.15,1016,,,83,1,113,,,,,,,,,1,800,Clear,sky is clear,01n
1464750000,2016-06-01 03:00:00 +0000 UTC,4138106,,,,293.9,290.93,299.15,1016,,,88,1,113,0.25,,,,,,,,1,500,Rain,light rain,10n
1464753600,2016-06-01 04:00:00 +0000 UTC,4138106,,,,292.92,290.15,297.15,1016,,,93,1,113,,,,,,,,,1,800,Clear,sky is clear,01n
1464757200,2016-06-01 05:00:00 +0000 UTC,4138106,,,,292.29,289.15,297.15,1015,,,100,1,201,,,,,,,,,1,800,Clear,sky is clear,01n
1464760800,2016-06-01 06:00:00 +0000 UTC,4138106,,,,291.95,289.15,296.15,1016,,,93,1,201,,,,,,,,,1,701,Mist,mist,50n
1464764400,2016-06-01 07:00:00 +0000 UTC,4138106,,,,291.52,289.15,296.15,1016,,,93,1,201,,,,,,,,,1,701,Mist,mist,50n
1464768000,2016-06-01 08:00:00 +0000 UTC,4138106,,,,291.22,288.15,295.15,1016,,,100,0,234,,,,,,,,,1,701,Mist,mist,50n
1464771600,2016-06-01 09:00:00 +0000 UTC,4138106,,,,290.78,288.15,295.15,1016,,,100,0,234,,,,,,,,,1,701,Mist,mist,50n
1464775200,2016-06-01 10:00:00 +0000 UTC,4138106,,,,290.69,288.15,295.15,1017,,,93,1,170,,,,,,,,,1,701,Mist,mist,50d
1464775200,2016-06-01 10:00:00 +0000 UTC,4138106,,,,290.69,288.15,295.15,1017,,,93,1,170,,,,,,,,,1,741,Fog,fog,50d
1464778800,2016-06-01 11:00:00 +0000 UTC,4138106,,,,291.97,289.15,296.15,1017,,,93,1,196,,,,,,,,,1,701,Mist,mist,50d
1464778800,2016-06-01 11:00:00 +0000 UTC,4138106,,,,291.97,289.15,296.15,1017,,,93,1,196,,,,,,,,,1,741,Fog,fog,50d
1464782400,2016-06-01 12:00:00 +0000 UTC,4138106,,,,295.04,292.15,297.59,1018,,,83,1,196,,,,,,,,,1,701,Mist,mist,50d
1464782400,2016-06-01 12:00:00 +0000 UTC,4138106,,,,295.04,292.15,297.59,1018,,,83,1,196,,,,,,,,,1,721,Haze,haze,50d
1464782400,2016-06-01 12:00:00 +0000 UTC,4138106,,,,295.04,292.15,297.59,1018,,,83,1,196,,,,,,,,,1,741,Fog,fog,50d
1464786000,2016-06-01 13:00:00 +0000 UTC,4138106,,,,298.22,295.15,302.04,1018,,,73,2,74,,,,,,,,,1,721,Haze,haze,50d
1464786000,2016-06-01 13:00:00 +0000 UTC,4138106,,,,298.22,295.15,302.04,1018,,,73,2,74,,,,,,,,,1,741,Fog,fog,50d
1464793200,2016-06-01 15:00:00 +0000 UTC,4138106,,,,301.15,298.15,304.26,1018,,,51,2,110,,,,,,,,,1,800,Clear,sky is clear,01d
1464793200,2016-06-01 15:00:00 +0000 UTC,4138106,,,,301.47,300.15,304.26,1018,,,51,2,110,,,,,,,,,1,800,Clear,sky is clear,01d
1464796800,2016-06-01 16:00:00 +0000 UTC,4138106,,,,302.32,301.15,303.71,1018,,,45,2,100,,,,,,,,,75,803,Clouds,broken clouds,04d
1464800400,2016-06-01 17:00:00 +0000 UTC,4138106,,,,302.68,301.15,305.15,1018,,,48,3,90,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464807600,2016-06-01 19:00:00 +0000 UTC,4138106,,,,303.13,301.15,306.25,1017,,,42,3,120,620.4,,,,,,,,40,503,Rain,very heavy rain,10d
1464807600,2016-06-01 19:00:00 +0000 UTC,4138106,,,,303.06,301.15,306.15,1017,,,42,3,120,620.4,,,,,,,,40,503,Rain,very heavy rain,10d
1464811200,2016-06-01 20:00:00 +0000 UTC,4138106,,,,302.99,301.15,305.15,1017,,,48,4,130,,,,,,,,,75,803,Clouds,broken clouds,04d
1464814800,2016-06-01 21:00:00 +0000 UTC,4138106,,,,302.41,300.15,304.15,1017,,,42,3,140,,,,,,,,,1,800,Clear,sky is clear,01d
1464822000,2016-06-01 23:00:00 +0000 UTC,4138106,,,,300.34,298.71,303.15,1019,,,50,3,170,,,,,,,,,1,800,Clear,sky is clear,01d
1464822000,2016-06-01 23:00:00 +0000 UTC,4138106,,,,300.03,298.15,303.15,1017,,,51,2,130,,,,,,,,,1,800,Clear,sky is clear,01d
1464825600,2016-06-02 00:00:00 +0000 UTC,4138106,,,,298.73,296.48,300.15,1017,,,47,2,130,,,,,,,,,1,800,Clear,sky is clear,01n
1464829200,2016-06-02 01:00:00 +0000 UTC,4138106,,,,296.48,294.15,299.15,1017,,,64,2,129,,,,,,,,,1,800,Clear,sky is clear,01n
1464832800,2016-06-02 02:00:00 +0000 UTC,4138106,,,,295.23,293.15,298.15,1018,,,77,2,126,,,,,,,,,40,802,Clouds,scattered clouds,03n
1464836400,2016-06-02 03:00:00 +0000 UTC,4138106,,,,294.02,291.15,297.15,1018,,,82,2,126,,,,,,,,,90,804,Clouds,overcast clouds,04n
1464840000,2016-06-02 04:00:00 +0000 UTC,4138106,,,,293.29,290.93,296.15,1019,,,82,2,126,,,,,,,,,1,800,Clear,sky is clear,01n
1464843600,2016-06-02 05:00:00 +0000 UTC,4138106,,,,292.77,290.15,296.15,1019,,,93,2,101,,,,,,,,,1,800,Clear,sky is clear,01n
1464847200,2016-06-02 06:00:00 +0000 UTC,4138106,,,,292.39,290.15,295.15,1019,,,93,2,101,,,,,,,,,75,701,Mist,mist,50n
1464850800,2016-06-02 07:00:00 +0000 UTC,4138106,,,,291.69,289.82,294.15,1018,,,93,2,101,,,,,,,,,1,741,Fog,fog,50n
1464854400,2016-06-02 08:00:00 +0000 UTC,4138106,,,,291.5,289.15,294.15,1019,,,100,2,80,,,,,,,,,1,741,Fog,fog,50n
1464858000,2016-06-02 09:00:00 +0000 UTC,4138106,,,,291.56,289.15,294.15,1018,,,83,1,130,,,,,,,,,40,741,Fog,fog,50n
1464861600,2016-06-02 10:00:00 +0000 UTC,4138106,,,,291.48,289.15,293.15,1019,,,94,2,160,,,,,,,,,90,701,Mist,mist,50d
1464865200,2016-06-02 11:00:00 +0000 UTC,4138106,,,,292.08,291.15,293.15,1020,,,88,2,130,,,,,,,,,90,701,Mist,mist,50d
1464868800,2016-06-02 12:00:00 +0000 UTC,4138106,,,,293.07,292.04,294.15,1020,,,83,4,70,,,,,,,,,90,701,Mist,mist,50d
1464872400,2016-06-02 13:00:00 +0000 UTC,4138106,,,,293.77,292.15,295.15,1020,,,83,2,70,,,,,,,,,90,701,Mist,mist,50d
1464879600,2016-06-02 15:00:00 +0000 UTC,4138106,,,,295.16,294.15,296.75,1020,,,78,2,88,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464879600,2016-06-02 15:00:00 +0000 UTC,4138106,,,,295.02,294.15,296.48,1019,,,78,1,20,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464883200,2016-06-02 16:00:00 +0000 UTC,4138106,,,,296.11,294.82,297.45,1019,,,73,1,90,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464886800,2016-06-02 17:00:00 +0000 UTC,4138106,,,,297.49,295.15,299.82,1019,,,69,1,0,,,,,,,,,75,803,Clouds,broken clouds,04d
1464894000,2016-06-02 19:00:00 +0000 UTC,4138106,,,,299.32,297.15,301.48,1018,,,69,2,140,,,,,,,,,75,803,Clouds,broken clouds,04d
1464894000,2016-06-02 19:00:00 +0000 UTC,4138106,,,,299.62,297.59,302.15,1017,,,65,5,110,,,,,,,,,40,802,Clouds,scattered clouds,03d
1464897600,2016-06-02 20:00:00 +0000 UTC,4138106,,,,299.39,297.59,301.15,1017,,,61,2,90,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464901200,2016-06-02 21:00:00 +0000 UTC,4138106,,,,299.1,297.15,301.15,1017,,,65,3,100,,,,,,,,,90,804,Clouds,overcast clouds,04d
1464908400,2016-06-02 23:00:00 +0000 UTC,4138106,,,,298.11,296.15,300.15,1016,,,65,1,100,,,,,,,,,1,800,Clear,sky is clear,01d
1464908400,2016-06-02 23:00:00 +0000 UTC,4138106,,,,297.8,296.15,299.26,1016,,,65,2,110,,,,,,,,,75,803,Clouds,broken clouds,04d
1464912000,2016-06-03 00:00:00 +0000 UTC,4138106,,,,296.67,295.15,298.71,1017,,,69,3,110,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1464915600,2016-06-03 01:00:00 +0000 UTC,4138106,,,,295.9,294.26,297.15,1017,,,73,4,120,,,,,,,,,90,500,Rain,light rain,10n
1464915600,2016-06-03 01:00:00 +0000 UTC,4138106,,,,295.9,294.26,297.15,1017,,,73,4,120,,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1464919200,2016-06-03 02:00:00 +0000 UTC,4138106,,,,295.53,293.71,297.15,1017,,,78,1,130,,,,,,,,,90,500,Rain,light rain,10n
1464922800,2016-06-03 03:00:00 +0000 UTC,4138106,,,,294.99,293.15,297.15,1018,,,78,2,131,,,,,,,,,90,500,Rain,light rain,10n
1464922800,2016-06-03 03:00:00 +0000 UTC,4138106,,,,294.99,293.15,297.15,1018,,,78,2,131,,,,,,,,,90,701,Mist,mist,50n
1464926400,2016-06-03 04:00:00 +0000 UTC,4138106,,,,294.84,293.15,296.15,1018,,,83,2,160,0.3,,,,,,,,90,500,Rain,light rain,10n
1464926400,2016-06-03 04:00:00 +0000 UTC,4138106,,,,294.84,293.15,296.15,1018,,,83,2,160,0.3,,,,,,,,90,701,Mist,mist,50n
1464930000,2016-06-03 05:00:00 +0000 UTC,4138106,,,,294.78,293.71,296.15,1017,,,83,2,150,,,,,,,,,90,500,Rain,light rain,10n
1464933600,2016-06-03 06:00:00 +0000 UTC,4138106,,,,294.57,293.15,296.15,1017,,,94,3,160,,,,,,,,,90,500,Rain,light rain,10n
1464933600,2016-06-03 06:00:00 +0000 UTC,4138106,,,,294.57,293.15,296.15,1017,,,94,3,160,,,,,,,,,90,701,Mist,mist,50n
1464937200,2016-06-03 07:00:00 +0000 UTC,4138106,,,,294.34,293.15,295.37,1017,,,94,3,150,,,,,,,,,90,701,Mist,mist,50n
1464940800,2016-06-03 08:00:00 +0000 UTC,4138106,,,,294.33,293.15,295.37,1016,,,94,2,130,,,,,,,,,90,501,Rain,moderate rain,10n
1464940800,2016-06-03 08:00:00 +0000 UTC,4138106,,,,294.33,293.15,295.37,1016,,,94,2,130,,,,,,,,,90,701,Mist,mist,50n
1464944400,2016-06-03 09:00:00 +0000 UTC,4138106,,,,294.28,293.15,295.37,1017,,,94,2,120,,,,,,,,,90,301,Drizzle,drizzle,09n
1464944400,2016-06-03 09:00:00 +0000 UTC,4138106,,,,294.28,293.15,295.37,1017,,,94,2,120,,,,,,,,,90,701,Mist,mist,50n
1464948000,2016-06-03 10:00:00 +0000 UTC,4138106,,,,294.4,293.15,296.15,1017,,,94,2,120,0.25,,,,,,,,90,500,Rain,light rain,10d
1464948000,2016-06-03 10:00:00 +0000 UTC,4138106,,,,294.4,293.15,296.15,1017,,,94,2,120,0.25,,,,,,,,90,701,Mist,mist,50d
1464951600,2016-06-03 11:00:00 +0000 UTC,4138106,,,,294.37,293.15,296.15,1017,,,94,2,140,,,,,,,,,90,701,Mist,mist,50d
1464955200,2016-06-03 12:00:00 +0000 UTC,4138106,,,,294.64,293.15,296.15,1017,,,88,3,160,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1464955200,2016-06-03 12:00:00 +0000 UTC,4138106,,,,294.64,293.15,296.15,1017,,,88,3,160,,,,,,,,,90,741,Fog,fog,50d
1464955200,2016-06-03 12:00:00 +0000 UTC,4138106,,,,294.64,293.15,296.15,1017,,,88,3,160,,,,,,,,,90,701,Mist,mist,50d
1464958800,2016-06-03 13:00:00 +0000 UTC,4138106,,,,294.7,293.15,296.48,1018,,,88,2,150,0.28,,,,,,,,90,500,Rain,light rain,10d
1464958800,2016-06-03 13:00:00 +0000 UTC,4138106,,,,294.7,293.15,296.48,1018,,,88,2,150,0.28,,,,,,,,90,701,Mist,mist,50d
1464958800,2016-06-03 13:00:00 +0000 UTC,4138106,,,,294.7,293.15,296.48,1018,,,88,2,150,0.28,,,,,,,,90,301,Drizzle,drizzle,09d
1464962400,2016-06-03 14:00:00 +0000 UTC,4138106,,,,295.48,293.15,298.15,1017,,,100,1,140,,,,,,,,,90,701,Mist,mist,50d
1464962400,2016-06-03 14:00:00 +0000 UTC,4138106,,,,295.48,293.15,298.15,1017,,,100,1,140,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1464962400,2016-06-03 14:00:00 +0000 UTC,4138106,,,,295.48,293.15,298.15,1017,,,100,1,140,,,,,,,,,90,721,Haze,haze,50d
1464966000,2016-06-03 15:00:00 +0000 UTC,4138106,,,,296.44,293.71,300.93,1017,,,88,2,160,,,,,,,,,90,701,Mist,mist,50d
1464969600,2016-06-03 16:00:00 +0000 UTC,4138106,,,,297,294.15,300.93,1017,,,74,2,50,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1464969600,2016-06-03 16:00:00 +0000 UTC,4138106,,,,297,294.15,300.93,1017,,,74,2,50,,,,,,,,,90,701,Mist,mist,50d
1464969600,2016-06-03 16:00:00 +0000 UTC,4138106,,,,297,294.15,300.93,1017,,,74,2,50,,,,,,,,,90,721,Haze,haze,50d
1464973200,2016-06-03 17:00:00 +0000 UTC,4138106,,,,297.52,294.15,302.59,1017,,,83,4,80,,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1464973200,2016-06-03 17:00:00 +0000 UTC,4138106,,,,297.52,294.15,302.59,1017,,,83,4,80,,,,,,,,,90,701,Mist,mist,50d
1464973200,2016-06-03 17:00:00 +0000 UTC,4138106,,,,297.52,294.15,302.59,1017,,,83,4,80,,,,,,,,,90,721,Haze,haze,50d
1464976800,2016-06-03 18:00:00 +0000 UTC,4138106,,,,298.08,294.82,302.15,1016,,,78,3,90,,,,,,,,,90,721,Haze,haze,50d
1464980400,2016-06-03 19:00:00 +0000 UTC,4138106,,,,298.07,295.15,302.35,1016,,,78,3,90,12.19,,,,,,,,90,502,Rain,heavy intensity rain,10d
1464980400,2016-06-03 19:00:00 +0000 UTC,4138106,,,,298.07,295.15,302.35,1016,,,78,3,90,12.19,,,,,,,,90,721,Haze,haze,50d
1464984000,2016-06-03 20:00:00 +0000 UTC,4138106,,,,297.43,294.15,301.15,1016,,,78,2,70,5.67,,,,,,,,75,502,Rain,heavy intensity rain,10d
1464984000,2016-06-03 20:00:00 +0000 UTC,4138106,,,,297.43,294.15,301.15,1016,,,78,2,70,5.67,,,,,,,,75,721,Haze,haze,50d
1464984000,2016-06-03 20:00:00 +0000 UTC,4138106,,,,297.43,294.15,301.15,1016,,,78,2,70,5.67,,,,,,,,75,211,Thunderstorm,thunderstorm,11d
1464987600,2016-06-03 21:00:00 +0000 UTC,4138106,,,,296.44,294.82,298.15,1016,,,88,4,70,2.36,,,,,,,,90,502,Rain,heavy intensity rain,10d
1464987600,2016-06-03 21:00:00 +0000 UTC,4138106,,,,296.44,294.82,298.15,1016,,,88,4,70,2.36,,,,,,,,90,721,Haze,haze,50d
1464991200,2016-06-03 22:00:00 +0000 UTC,4138106,,,,295.89,294.15,298.15,1016,,,94,2,130,5.78,,,,,,,,90,502,Rain,heavy intensity rain,10d
1464991200,2016-06-03 22:00:00 +0000 UTC,4138106,,,,295.89,294.15,298.15,1016,,,94,2,130,5.78,,,,,,,,90,701,Mist,mist,50d
1464991200,2016-06-03 22:00:00 +0000 UTC,4138106,,,,295.89,294.15,298.15,1016,,,94,2,130,5.78,,,,,,,,90,202,Thunderstorm,thunderstorm with heavy rain,11d
1464994800,2016-06-03 23:00:00 +0000 UTC,4138106,,,,295.86,294.82,297.65,1016,,,94,3,160,2.03,,,,,,,,90,501,Rain,moderate rain,10d
1464994800,2016-06-03 23:00:00 +0000 UTC,4138106,,,,295.86,294.82,297.65,1016,,,94,3,160,2.03,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1464994800,2016-06-03 23:00:00 +0000 UTC,4138106,,,,295.86,294.82,297.65,1016,,,94,3,160,2.03,,,,,,,,90,701,Mist,mist,50d
1464994800,2016-06-03 23:00:00 +0000 UTC,4138106,,,,295.86,294.82,297.65,1016,,,94,3,160,2.03,,,,,,,,90,721,Haze,haze,50d
1464998400,2016-06-04 00:00:00 +0000 UTC,4138106,,,,295.63,294.26,297.15,1016,,,94,1,130,1.02,,,,,,,,75,501,Rain,moderate rain,10n
1464998400,2016-06-04 00:00:00 +0000 UTC,4138106,,,,295.63,294.26,297.15,1016,,,94,1,130,1.02,,,,,,,,75,701,Mist,mist,50n
1464998400,2016-06-04 00:00:00 +0000 UTC,4138106,,,,295.63,294.26,297.15,1016,,,94,1,130,1.02,,,,,,,,75,721,Haze,haze,50n
1465002000,2016-06-04 01:00:00 +0000 UTC,4138106,,,,294.81,293.15,296.15,1017,,,94,1,90,,,,,,,,,90,741,Fog,fog,50n
1465002000,2016-06-04 01:00:00 +0000 UTC,4138106,,,,294.81,293.15,296.15,1017,,,94,1,90,,,,,,,,,90,701,Mist,mist,50n
1465005600,2016-06-04 02:00:00 +0000 UTC,4138106,,,,294.8,293.15,296.15,1017,,,88,1,120,,,,,,,,,90,701,Mist,mist,50n
1465009200,2016-06-04 03:00:00 +0000 UTC,4138106,,,,294.68,293.15,296.15,1018,,,88,3,160,,,,,,,,,90,701,Mist,mist,50n
1465009200,2016-06-04 03:00:00 +0000 UTC,4138106,,,,294.68,293.15,296.15,1018,,,88,3,160,,,,,,,,,90,721,Haze,haze,50n
1465012800,2016-06-04 04:00:00 +0000 UTC,4138106,,,,294.35,292.59,296.15,1017,,,88,4,150,,,,,,,,,75,701,Mist,mist,50n
1465012800,2016-06-04 04:00:00 +0000 UTC,4138106,,,,294.35,292.59,296.15,1017,,,88,4,150,,,,,,,,,75,721,Haze,haze,50n
1465016400,2016-06-04 05:00:00 +0000 UTC,4138106,,,,294.11,292.15,296.15,1017,,,88,1,140,,,,,,,,,75,701,Mist,mist,50n
1465016400,2016-06-04 05:00:00 +0000 UTC,4138106,,,,294.11,292.15,296.15,1017,,,88,1,140,,,,,,,,,75,721,Haze,haze,50n
1465020000,2016-06-04 06:00:00 +0000 UTC,4138106,,,,294.11,293.15,296.15,1016,,,94,1,140,,,,,,,,,20,701,Mist,mist,50n
1465020000,2016-06-04 06:00:00 +0000 UTC,4138106,,,,294.11,293.15,296.15,1016,,,94,1,140,,,,,,,,,20,721,Haze,haze,50n
1465023600,2016-06-04 07:00:00 +0000 UTC,4138106,,,,294.01,292.15,296.15,1016,,,94,2,130,,,,,,,,,75,701,Mist,mist,50n
1465023600,2016-06-04 07:00:00 +0000 UTC,4138106,,,,294.01,292.15,296.15,1016,,,94,2,130,,,,,,,,,75,721,Haze,haze,50n
1465023600,2016-06-04 07:00:00 +0000 UTC,4138106,,,,294.01,292.15,296.15,1016,,,94,2,130,,,,,,,,,75,741,Fog,fog,50n
1465027200,2016-06-04 08:00:00 +0000 UTC,4138106,,,,294.05,293.15,295.15,1016,,,94,3,120,,,,,,,,,90,701,Mist,mist,50n
1465027200,2016-06-04 08:00:00 +0000 UTC,4138106,,,,294.05,293.15,295.15,1016,,,94,3,120,,,,,,,,,90,721,Haze,haze,50n
1465030800,2016-06-04 09:00:00 +0000 UTC,4138106,,,,294.04,293.15,295.15,1016,,,100,3,130,,,,,,,,,90,701,Mist,mist,50n
1465030800,2016-06-04 09:00:00 +0000 UTC,4138106,,,,294.04,293.15,295.15,1016,,,100,3,130,,,,,,,,,90,721,Haze,haze,50n
1465034400,2016-06-04 10:00:00 +0000 UTC,4138106,,,,294.12,293.15,295.15,1017,,,100,1,120,,,,,,,,,90,701,Mist,mist,50d
1465034400,2016-06-04 10:00:00 +0000 UTC,4138106,,,,294.12,293.15,295.15,1017,,,100,1,120,,,,,,,,,90,721,Haze,haze,50d
1465038000,2016-06-04 11:00:00 +0000 UTC,4138106,,,,294.29,293.15,295.15,1017,,,94,2,140,,,,,,,,,90,701,Mist,mist,50d
1465038000,2016-06-04 11:00:00 +0000 UTC,4138106,,,,294.29,293.15,295.15,1017,,,94,2,140,,,,,,,,,90,721,Haze,haze,50d
1465041600,2016-06-04 12:00:00 +0000 UTC,4138106,,,,294.66,293.71,295.45,1017,,,94,2,130,,,,,,,,,90,701,Mist,mist,50d
1465041600,2016-06-04 12:00:00 +0000 UTC,4138106,,,,294.66,293.71,295.45,1017,,,94,2,130,,,,,,,,,90,721,Haze,haze,50d
1465045200,2016-06-04 13:00:00 +0000 UTC,4138106,,,,295.47,294.15,296.48,1017,,,88,2,140,,,,,,,,,90,701,Mist,mist,50d
1465048800,2016-06-04 14:00:00 +0000 UTC,4138106,,,,296.57,295.15,298.15,1017,,,88,3,210,,,,,,,,,90,701,Mist,mist,50d
1465052400,2016-06-04 15:00:00 +0000 UTC,4138106,,,,297.54,296.15,298.71,1017,,,83,1,170,,,,,,,,,90,701,Mist,mist,50d
1465056000,2016-06-04 16:00:00 +0000 UTC,4138106,,,,298.57,297.04,300.05,1016,,,73,1,160,0.25,,,,,,,,90,500,Rain,light rain,10d
1465056000,2016-06-04 16:00:00 +0000 UTC,4138106,,,,298.57,297.04,300.05,1016,,,73,1,160,0.25,,,,,,,,90,701,Mist,mist,50d
1465059600,2016-06-04 17:00:00 +0000 UTC,4138106,,,,299.39,298.15,300.93,1016,,,74,4,200,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465063200,2016-06-04 18:00:00 +0000 UTC,4138106,,,,299.65,298.15,301.15,1015,,,74,4,170,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465066800,2016-06-04 19:00:00 +0000 UTC,4138106,,,,300.06,298.71,302.04,1014,,,69,3,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465070400,2016-06-04 20:00:00 +0000 UTC,4138106,,,,300.25,298.71,301.15,1014,,,69,4,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465074000,2016-06-04 21:00:00 +0000 UTC,4138106,,,,300.11,298.71,301.15,1013,,,74,4,190,,,,,,,,,75,803,Clouds,broken clouds,04d
1465077600,2016-06-04 22:00:00 +0000 UTC,4138106,,,,299.51,298.15,301.15,1013,,,69,5,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465081200,2016-06-04 23:00:00 +0000 UTC,4138106,,,,298.72,297.59,300.15,1013,,,74,6,180,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465084800,2016-06-05 00:00:00 +0000 UTC,4138106,,,,297.67,296.15,299.15,1013,,,78,5,170,0.25,,,,,,,,90,500,Rain,light rain,10n
1465084800,2016-06-05 00:00:00 +0000 UTC,4138106,,,,297.67,296.15,299.15,1013,,,78,5,170,0.25,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1465088400,2016-06-05 01:00:00 +0000 UTC,4138106,,,,296.67,295.15,297.75,1013,,,83,4,170,,,,,,,,,90,500,Rain,light rain,10n
1465092000,2016-06-05 02:00:00 +0000 UTC,4138106,,,,296.19,295.35,297.25,1013,,,83,3,160,,,,,,,,,90,804,Clouds,overcast clouds,04n
1465095600,2016-06-05 03:00:00 +0000 UTC,4138106,,,,295.82,294.15,297.15,1013,,,83,2,160,,,,,,,,,90,804,Clouds,overcast clouds,04n
1465099200,2016-06-05 04:00:00 +0000 UTC,4138106,,,,295.54,294.82,296.55,1013,,,88,3,160,,,,,,,,,90,500,Rain,light rain,10n
1465102800,2016-06-05 05:00:00 +0000 UTC,4138106,,,,295.32,294.15,296.48,1012,,,94,4,170,0.27,,,,,,,,90,500,Rain,light rain,10n
1465102800,2016-06-05 05:00:00 +0000 UTC,4138106,,,,295.32,294.15,296.48,1012,,,94,4,170,0.27,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1465106400,2016-06-05 06:00:00 +0000 UTC,4138106,,,,295.21,294.15,296.15,1012,,,94,3,170,1.01,,,,,,,,90,502,Rain,heavy intensity rain,10n
1465106400,2016-06-05 06:00:00 +0000 UTC,4138106,,,,295.21,294.15,296.15,1012,,,94,3,170,1.01,,,,,,,,90,301,Drizzle,drizzle,09n
1465106400,2016-06-05 06:00:00 +0000 UTC,4138106,,,,295.21,294.15,296.15,1012,,,94,3,170,1.01,,,,,,,,90,701,Mist,mist,50n
1465110000,2016-06-05 07:00:00 +0000 UTC,4138106,,,,295.15,294.15,296.15,1011,,,94,3,150,0.8,,,,,,,,90,500,Rain,light rain,10n
1465110000,2016-06-05 07:00:00 +0000 UTC,4138106,,,,295.15,294.15,296.15,1011,,,94,3,150,0.8,,,,,,,,90,701,Mist,mist,50n
1465110000,2016-06-05 07:00:00 +0000 UTC,4138106,,,,295.15,294.15,296.15,1011,,,94,3,150,0.8,,,,,,,,90,721,Haze,haze,50n
1465113600,2016-06-05 08:00:00 +0000 UTC,4138106,,,,294.94,294.15,296.15,1010,,,94,3,160,0.29,,,,,,,,90,501,Rain,moderate rain,10n
1465113600,2016-06-05 08:00:00 +0000 UTC,4138106,,,,294.94,294.15,296.15,1010,,,94,3,160,0.29,,,,,,,,90,701,Mist,mist,50n
1465117200,2016-06-05 09:00:00 +0000 UTC,4138106,,,,294.84,294.15,295.37,1009,,,94,3,160,0.1,,,,,,,,90,500,Rain,light rain,10n
1465117200,2016-06-05 09:00:00 +0000 UTC,4138106,,,,294.84,294.15,295.37,1009,,,94,3,160,0.1,,,,,,,,90,701,Mist,mist,50n
1465117200,2016-06-05 09:00:00 +0000 UTC,4138106,,,,294.84,294.15,295.37,1009,,,94,3,160,0.1,,,,,,,,90,721,Haze,haze,50n
1465120800,2016-06-05 10:00:00 +0000 UTC,4138106,,,,294.8,294.15,295.37,1008,,,94,2,160,,,,,,,,,90,701,Mist,mist,50d
1465120800,2016-06-05 10:00:00 +0000 UTC,4138106,,,,294.8,294.15,295.37,1008,,,94,2,160,,,,,,,,,90,721,Haze,haze,50d
1465124400,2016-06-05 11:00:00 +0000 UTC,4138106,,,,295.1,294.15,296.15,1008,,,88,3,190,,,,,,,,,90,701,Mist,mist,50d
1465128000,2016-06-05 12:00:00 +0000 UTC,4138106,,,,295.46,294.55,296.15,1009,,,94,3,200,,,,,,,,,90,701,Mist,mist,50d
1465131600,2016-06-05 13:00:00 +0000 UTC,4138106,,,,295.96,294.82,297.35,1009,,,88,4,190,0.25,,,,,,,,75,500,Rain,light rain,10d
1465135200,2016-06-05 14:00:00 +0000 UTC,4138106,,,,296.81,295.85,297.85,1008,,,88,5,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1465138800,2016-06-05 15:00:00 +0000 UTC,4138106,,,,297.81,296.15,299.15,1008,,,83,5,210,,,,,,,,,90,500,Rain,light rain,10d
1465142400,2016-06-05 16:00:00 +0000 UTC,4138106,,,,298.67,297.04,300.15,1007,,,78,5,200,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465146000,2016-06-05 17:00:00 +0000 UTC,4138106,,,,299.68,298.15,301.48,1007,,,78,6,190,,,,,,,,,90,804,Clouds,overcast clouds,04d
1465149600,2016-06-05 18:00:00 +0000 UTC,4138106,,,,300.25,299.15,301.48,1006,,,74,4,190,,,,,,,,,75,803,Clouds,broken clouds,04d
