CENSUS_TRACT,WARD,LATITUDE,start_month,start_day,start_hour,longitude2,ucr-rank
2501.0,4,38.94611591417821,10,6,4,77.03046565315199,7
1001.0,3,38.9599074542529,10,5,11,77.0852995777749,6
3800.0,1,38.923998807458794,10,3,12,77.03649901053541,6
9907.0,7,38.882682551476705,10,6,14,76.9339825322767,6
9000.0,5,38.9264196700019,10,23,11,76.9565572063252,7
8301.0,6,38.8989072682774,10,24,12,76.99898553457021,7
4801.0,6,38.909634891152294,10,20,12,77.0176174582886,6
4300.0,1,38.9186401860874,10,24,13,77.03195297253009,6
5001.0,2,38.9100377105831,10,24,13,77.0301274077531,6
4802.0,6,38.9056351942524,10,24,11,77.0175588248883,5
5301.0,2,38.91297197465,9,2,22,77.0384881077787,6
7401.0,8,38.8640535175792,9,1,19,76.99158865779108,4
1804.0,4,38.9630779796939,9,15,21,77.0323305856392,4
7603.0,7,38.8645290167499,9,13,19,76.94872503544971,4
9302.0,5,38.922968305533104,9,14,22,76.9924350697309,6
3500.0,1,38.926993017130705,9,16,17,77.0229382556488,7
4202.0,2,38.9133579257124,9,16,15,77.0425470003531,7
5201.0,2,38.91037917681479,9,16,17,77.0332636769359,7
9302.0,5,38.9244544235343,9,13,16,76.98919437897321,6
4901.0,6,38.911408281597204,9,16,18,77.0245589786698,7
10700.0,2,38.9056467723411,9,16,15,77.04257698804291,6
3200.0,1,38.934830497018794,6,4,18,77.021614387249,6
4701.0,6,38.903112641673005,6,4,18,77.0189301187792,7
9102.0,5,38.9201485438164,6,4,21,76.99031358205441,6
1001.0,3,38.9492452010988,9,4,6,77.0803031975013,6
2502.0,4,38.940270809047206,9,4,8,77.02511105221109,6
9301.0,5,38.9299767759026,9,13,22,76.9924573922561,7
100.0,2,38.9050818201072,9,14,12,77.0575874295258,6
1804.0,4,38.964943767567,8,24,9,77.0281544231904,5
3400.0,1,38.9164995013107,8,24,21,77.0158203398578,6
6400.0,6,38.8738002819356,9,3,1,77.0121808261142,3
11100.0,5,38.9230379696736,9,2,23,76.97512565439901,7
5500.0,2,38.9052566974471,9,3,6,77.0494711234499,6
100.0,2,38.9081184833643,9,11,12,77.05583739616529,7
9602.0,7,38.902467260731,9,12,16,76.9494762906844,6
2900.0,1,38.932928366911995,9,11,22,77.028095647302,6
11100.0,5,38.9194712884638,8,15,12,76.9782057664312,8
9603.0,7,38.8948602173515,9,13,0,76.94859948891279,6
7200.0,6,38.8784040836612,6,4,20,77.0053820366987,7
10700.0,2,38.9051969682966,6,4,23,77.0408588934901,6
10600.0,6,38.90783440196321,6,4,9,77.00589155359071,7
3600.0,1,38.9224244836165,6,5,3,77.0288756726106,7
7601.0,8,38.8700971117975,6,13,15,76.98223097513929,7
4400.0,1,38.9161379859732,6,13,19,77.02294629512029,6
9204.0,5,38.9245089657369,6,13,18,77.0013031335188,6
9904.0,7,38.8844817187843,6,3,23,76.92968178568509,8
9604.0,7,38.8954488437027,6,4,10,76.9561610778785,4
6700.0,6,38.8875830198737,5,29,14,76.9869177782598,7
5001.0,2,38.911866232319205,6,13,18,77.03078539649309,7
4201.0,2,38.9169990257176,6,14,0,77.0374870891454,6
4400.0,1,38.9186414260625,6,14,1,77.0270406789793,6
3200.0,1,38.9357315827089,6,14,6,77.0201844480702,8
1702.0,4,38.970592816795396,6,21,19,77.02422164696749,8
5800.0,2,38.8994272990726,6,21,23,77.0239669207698,4
8804.0,5,38.9062022312593,6,22,4,76.97944344469408,6
801.0,3,38.9318801887819,6,21,23,77.0886453206994,7
9905.0,7,38.8823358740555,6,21,23,76.9266757860411,8
4201.0,2,38.9144589828065,6,4,11,77.03651718945349,7
6801.0,6,38.8897980813486,6,4,17,76.9798861799091,6
1001.0,3,38.9599074542529,6,3,8,77.0852995777749,6
9203.0,5,38.9202210046124,6,13,8,77.0013030551643,3
10100.0,2,38.9045239340876,6,13,8,77.0326153266469,6
4201.0,2,38.914827113106796,6,10,21,77.0402071669126,8
9901.0,7,38.872668290389,6,12,23,76.9608076313863,7
7809.0,7,38.900665418847204,6,13,13,76.9379085693912,3
6600.0,6,38.8886737352856,4,20,12,76.99731435748491,8
1600.0,4,38.9886414513682,6,12,16,77.0385405284405,7
9604.0,7,38.893557082463296,6,12,3,76.9561507132071,8
11100.0,5,38.9208305994585,6,22,4,76.97361578988941,6
2502.0,4,38.9408021065723,6,30,14,77.0259878834618,3
3100.0,1,38.9333256754553,6,18,23,77.02385144586358,6
9603.0,7,38.8948602173515,6,4,0,76.94859948891279,6
10800.0,2,38.9016901049711,6,21,13,77.04775090825609,7
10600.0,5,38.9105727737208,6,21,14,77.0085551870955,6
2701.0,1,38.93416707369371,6,21,15,77.0427439573063,7
8302.0,6,38.8941777729555,6,30,18,76.9949625908729,4
7703.0,7,38.885466923134,6,30,19,76.9544844375154,3
8804.0,5,38.9081125479726,6,24,13,76.9828325683921,5
5800.0,2,38.895463614944404,6,30,23,77.023988644062,7
7406.0,8,38.8552029073494,7,10,2,76.98973091234821,7
10600.0,6,38.9013215082959,7,10,11,76.9989855002362,7
7304.0,8,38.843676012109206,7,10,11,76.9868567094777,6
8002.0,6,38.8933118357711,7,10,12,76.9829629282406,6
11100.0,5,38.919694811914795,6,11,22,76.9705258010363,7
9807.0,8,38.832469944248,6,12,7,77.00825789685442,3
9905.0,7,38.885862223645205,6,12,16,76.9191918447653,6
10100.0,2,38.9013269574443,6,12,14,77.0288556039216,7
3600.0,1,38.926243799369395,6,11,17,77.0297190870557,7
2802.0,1,38.92863842289211,6,12,13,77.0354172999659,6
2702.0,1,38.9314385057613,6,10,11,77.0400666013517,6
2702.0,1,38.9303401818529,6,12,23,77.038001559435,3
5800.0,2,38.894788294485295,6,21,21,77.0224437519427,6
8802.0,5,38.90127517740479,6,29,21,76.98261517432451,1
7604.0,7,38.8731935018333,6,30,4,76.97000338575779,8
10700.0,2,38.908133400187396,6,29,18,77.0416791707161,5
4702.0,6,38.9002039928735,6,30,11,77.0106290242159,6
7708.0,7,38.8828297032498,6,30,10,76.960640694036,8
10600.0,6,38.904393330479,6,30,11,76.9973137656296,4
9603.0,7,38.8933460853051,7,10,17,76.9469752559749,6
9504.0,5,38.93777781696161,7,18,21,76.9904265299355,7
10400.0,8,38.8463342326869,7,19,2,76.998467902959,4
1702.0,4,38.9729718052115,6,12,11,77.0199064963001,7
6500.0,6,38.8851334424645,6,20,15,76.9973260165343,6
2802.0,1,38.928170812833,6,20,15,77.0325915444334,6
3800.0,1,38.9251784566115,6,19,20,77.0378834860406,7
7707.0,7,38.87806538108529,6,19,14,76.9417544192855,5
801.0,3,38.926885380003704,6,20,9,77.08206556112341,7
7000.0,6,38.8802687782231,6,21,11,76.9937649722807,7
2702.0,1,38.9289263624646,6,29,0,77.0364784670574,8
600.0,3,38.9401764089255,6,29,12,77.0612030661054,7
5800.0,2,38.8991214156494,6,29,13,77.0219263529351,6
6700.0,6,38.8897990804782,6,29,13,76.98691737191041,7
8002.0,6,38.8911952124131,7,9,5,76.9855108499268,7
4802.0,6,38.9064459456175,7,6,18,77.0175590244708,6
2702.0,1,38.9304998986888,7,8,21,77.0448638540232,6
4100.0,2,38.915545068335,7,8,20,77.0474373249074,7
8100.0,6,38.8935740532427,7,9,9,76.99209237203559,6
9301.0,5,38.929075820495896,7,9,23,76.9907275535068,4
7502.0,8,38.8550225586136,7,10,1,76.9664395337438,7
3700.0,1,38.920324765085795,7,27,21,77.0318730069687,6
9508.0,5,38.95341657711779,7,27,23,77.00148825130908,7
9604.0,7,38.892232960065996,7,27,14,76.9564397005305,5
9603.0,7,38.89087771867511,6,7,6,76.9468157164433,7
6900.0,6,38.8834660236055,6,20,22,76.9855124194751,6
5500.0,2,38.9133203347969,6,27,20,77.0466287208655,6
4002.0,1,38.9173930944555,6,28,16,77.0440715004414,6
3100.0,1,38.9354966096486,6,28,19,77.0241751222164,6
7504.0,8,38.857303704928604,6,28,18,76.9743881565177,6
7605.0,8,38.8630410496471,6,28,21,76.970099830476,3
10700.0,2,38.9069908284336,6,28,21,77.0372743013814,7
9801.0,8,38.8340644449154,6,28,21,76.9917879889228,4
4202.0,2,38.911123782249604,6,29,13,77.0427532074617,7
9906.0,7,38.8875675294876,6,29,12,76.9384386465192,6
9400.0,5,38.9293709026864,6,29,19,76.97553863109292,6
4100.0,2,38.912067290872,7,18,14,77.0487955689006,7
8903.0,5,38.904364590262105,7,18,17,76.9798013701354,4
4400.0,1,38.9169930207981,8,6,15,77.0265211616624,7
8803.0,5,38.9103838861909,8,6,14,76.9975556673065,7
7504.0,8,38.863528433860296,8,16,18,76.9739826421821,8
8803.0,5,38.9102841241231,6,8,1,76.9872479802538,6
2502.0,4,38.9392071948736,6,7,20,77.0279135691098,7
10100.0,2,38.902524031187205,6,16,15,77.0355600852108,3
6400.0,6,38.8720345547946,6,16,16,77.0129295636204,4
4400.0,1,38.9148302730323,6,16,14,77.0296336168677,7
2502.0,4,38.941863803089596,6,16,15,77.0312251436331,6
4001.0,1,38.923230704497705,6,16,16,77.0434985107015,6
9400.0,5,38.935621912416,6,16,13,76.9721685722093,5
2302.0,5,38.9312193367508,9,14,8,77.0139206211335,6
9508.0,5,38.95420931288729,8,12,9,77.0005422371275,6
2201.0,4,38.9490993611166,9,14,22,77.0230030497437,5
11000.0,6,38.8725119268696,9,14,22,77.0135749802464,4
1001.0,3,38.9599074542529,6,16,20,77.0852995777749,6
2802.0,1,38.928170812833,6,16,21,77.0325915444334,6
7601.0,8,38.8685296490648,6,22,13,76.9822313654104,6
4902.0,2,38.9049039473617,6,24,15,77.0259863334558,6
5500.0,2,38.9044991548473,6,24,17,77.0514189858287,6
8804.0,5,38.9077344824764,6,24,20,76.9848964297029,5
3000.0,1,38.9286306144349,6,24,3,77.0312078159151,4
5800.0,2,38.8954550120845,6,24,22,77.0219252260535,6
4802.0,6,38.908571915298,6,7,0,77.0175595478419,7
3800.0,1,38.9238622318742,6,7,12,77.0408811201947,6
2501.0,4,38.9420723212821,6,7,10,77.02578071655209,6
5001.0,2,38.914082283168796,6,4,4,77.0307863530499,6
4902.0,2,38.9079041585041,6,7,16,77.0239697691315,7
2900.0,1,38.9335132053807,6,25,0,77.030875478241,6
4400.0,1,38.9162729049155,7,2,19,77.023972581834,7
100.0,2,38.903892472581,7,3,12,77.0580822087716,7
7406.0,8,38.8541710084736,7,3,15,76.98843312547659,6
4202.0,2,38.914087600854394,6,16,0,77.0425474356493,6
4801.0,6,38.9103822150478,6,15,18,77.01991208724431,7
10700.0,2,38.9054648802706,6,15,9,77.04707321967959,6
10800.0,2,38.8991974969552,6,15,13,77.040590311685,6
8702.0,5,38.9155636985682,6,16,11,77.00129143936279,6
9102.0,5,38.9218415794333,6,24,5,76.98525092534591,6
8302.0,6,38.8941777729555,6,23,19,76.9949625908729,6
8702.0,5,38.9166356794045,7,12,20,77.002040966099,8
8001.0,6,38.8961139476114,7,13,0,76.9869162138412,4
4901.0,6,38.911408281597204,7,12,19,77.0245589786698,6
2701.0,1,38.935067827583104,7,21,12,77.0429521068642,7
6500.0,6,38.8851334424645,7,20,19,76.9973260165343,6
1002.0,3,38.9408795279547,6,6,18,77.07577213011349,6
9501.0,5,38.950092335677205,6,6,22,77.00681794966951,3
10600.0,6,38.9078254892411,6,7,0,77.00351648457891,6
2502.0,4,38.9392071948736,6,2,22,77.0279135691098,6
502.0,3,38.9290070111782,6,6,19,77.059463546371,6
4400.0,1,38.9207312336896,6,15,11,77.02757192244559,7
9000.0,5,38.9199141636109,4,19,12,76.9526981457992,6
9603.0,7,38.894310142220895,6,23,20,76.9473318849612,6
2102.0,4,38.954333924908795,6,16,18,77.0187591301469,8
8301.0,6,38.8989072396461,6,23,18,77.0027782519149,7
2201.0,4,38.9477566411274,6,24,10,77.02535594338521,7
5500.0,2,38.9133387609783,6,21,16,77.0455910013804,5
100.0,2,38.9059988310861,7,2,15,77.0612083276307,7
4801.0,6,38.9111206318185,7,2,18,77.021422722163,6
4400.0,1,38.9162812437395,7,30,16,77.02703978410271,7
7804.0,7,38.8923196449178,7,30,17,76.9307460671139,6
7601.0,8,38.8698171398042,7,23,12,76.97804808062541,8
2802.0,1,38.928170812833,8,9,22,77.0325915444334,6
7100.0,6,38.8813493421682,8,9,22,76.98807143913191,4
2101.0,4,38.9542704844268,6,5,16,77.0210088226662,7
4702.0,6,38.902517752202,6,6,10,77.0209128801097,6
5500.0,2,38.9099274291219,6,6,11,77.04360696372791,6
4300.0,1,38.917550178367,6,6,11,77.0319524841605,6
8001.0,6,38.8981135186591,6,15,18,76.9845756858135,6
2802.0,1,38.9318816589512,6,23,12,77.03460004321559,3
9102.0,5,38.922779053031796,1,2,0,76.99131649790071,7
4902.0,2,38.9056425128609,6,17,15,77.0265169413695,7
5800.0,2,38.895463821120295,7,2,19,77.0229627001747,7
5201.0,2,38.9080373713046,7,2,23,77.0319597521504,7
