CENSUS_TRACT,WARD,LATITUDE,start_month,start_day,start_hour,longitude2,ucr-rank
2400.0,4,38.938226657021495,7,21,11,77.0214424012308,8
10600.0,6,38.907897370057,8,20,18,77.00747109608359,7
3500.0,1,38.9260018251246,8,20,17,77.02431029202991,4
202.0,2,38.9036895779508,8,20,17,77.0668900405248,7
2801.0,1,38.9359269245558,7,30,3,77.032733497902,1
7703.0,7,38.8897782790871,7,30,4,76.94590593911329,7
3700.0,1,38.9213697211921,7,30,4,77.0319080689511,6
10200.0,6,38.877862371248,7,30,9,77.0176441877483,6
3600.0,1,38.9257396662531,7,29,20,77.0283811238102,7
4702.0,6,38.9002039928735,7,27,17,77.0106290242159,6
5800.0,2,38.898308663002794,7,29,23,77.0307910736005,8
3800.0,1,38.9259353000493,7,16,16,77.03743412504271,7
9603.0,7,38.8924071558744,7,19,14,76.9426187599171,6
4001.0,1,38.9223201045714,7,19,9,77.0454929570799,5
5800.0,2,38.8978225125861,7,19,15,77.029626551764,6
9301.0,5,38.928417497975296,7,25,18,76.98408475364909,8
5500.0,2,38.9099274291219,7,25,22,77.04360696372791,6
7503.0,8,38.8663320175306,7,26,2,76.9852508742629,6
8301.0,6,38.89672723126429,7,26,3,77.00204039652091,5
10100.0,2,38.9025227686141,7,21,7,77.0327934508275,3
7503.0,8,38.8654398506592,6,30,19,76.98280826519641,6
3000.0,1,38.9305942609669,6,30,23,77.03181993176909,6
8302.0,6,38.8951056347622,7,1,1,76.99496252535499,6
5800.0,2,38.897347890423106,7,22,16,77.02650855538471,6
9801.0,8,38.8348843591626,7,2,11,76.9941950896103,3
5800.0,2,38.8998062348766,7,2,13,77.0209236133493,6
100.0,2,38.9051786520086,7,2,15,77.06200312706609,6
7605.0,8,38.8672593507212,7,2,15,76.981505738704,6
11100.0,5,38.928578504924204,7,30,13,76.97718809526641,7
6500.0,6,38.8832236883501,8,6,7,77.001313904983,6
7808.0,7,38.8923665468916,8,6,15,76.9195879211786,6
7803.0,7,38.8967753625341,8,4,8,76.9409091505505,5
9810.0,8,38.8286956714216,8,6,16,77.0020845192832,6
7409.0,8,38.845655435953105,7,6,3,76.97277961700941,6
4702.0,6,38.9002039928735,7,6,6,77.0106290242159,6
9505.0,4,38.9626860824735,6,29,11,77.000946143251,7
10100.0,2,38.9031284349878,6,30,13,77.0296287555052,6
5002.0,2,38.9056419582309,7,2,14,77.0288573495234,6
10700.0,2,38.9037370021658,7,8,16,77.0425758481115,6
9203.0,5,38.9226261816071,8,6,22,77.0035056825709,4
2002.0,4,38.9534853822054,8,13,18,77.02765381306871,6
7604.0,7,38.8689113338313,8,13,18,76.959484529829,6
4901.0,6,38.913705529822394,8,13,21,77.02397171887871,7
2600.0,4,38.9413398133584,8,13,22,77.0364386791444,4
9907.0,7,38.8862600266212,7,16,23,76.9360423717595,4
1804.0,4,38.971087310327505,7,16,20,77.0284799617878,7
7503.0,8,38.8640168142263,7,16,23,76.9849287260468,3
4400.0,1,38.918641178529604,7,17,1,77.0280900186956,7
10700.0,2,38.9068451532375,7,11,19,77.041828298855,6
8302.0,6,38.8954480304106,7,11,8,76.9973141024594,6
4801.0,6,38.9140843791357,7,11,18,77.0214005514532,7
7502.0,8,38.8531300750886,7,12,2,76.96404413367449,6
2101.0,4,38.955837685442,7,11,23,77.0222899164597,8
202.0,2,38.9072138708319,7,11,18,77.06325006727259,7
7200.0,6,38.8765259634546,7,9,20,77.0090979380056,3
5500.0,2,38.907239257991705,7,13,8,77.0477315644714,7
9501.0,5,38.943786496006496,7,13,9,77.00753253355559,5
100.0,2,38.9051883564576,7,13,19,77.0606772965942,6
9102.0,5,38.921581102295704,8,14,0,76.9937613602702,4
2101.0,4,38.957413947173,8,20,20,77.0232364826924,4
2802.0,1,38.9307021090432,8,21,0,77.03273109933129,4
8803.0,5,38.9084741421942,8,21,2,76.99956187662559,7
2600.0,4,38.93845599479911,7,16,17,77.040001338551,8
3000.0,1,38.9295130123787,7,19,8,77.0327305534988,7
10800.0,2,38.8966651106639,7,19,15,77.0434707845789,7
11100.0,5,38.917137214255,7,19,5,76.96513405693359,1
7000.0,6,38.883241650206706,7,20,21,76.99618506439509,8
10600.0,6,38.903717598948795,7,20,22,76.99436241989659,8
11100.0,5,38.931304044386394,7,21,9,76.9619171940802,7
5800.0,2,38.8998064936806,7,21,5,77.0194249523851,6
10700.0,2,38.9013324816036,7,20,19,77.0405799981317,8
8802.0,5,38.9054281339075,7,20,19,76.9833404935689,7
9804.0,8,38.83971302477829,7,13,19,76.9984565265869,7
7604.0,7,38.8707337793903,7,22,17,76.9683796109758,7
7404.0,8,38.8523955812541,7,22,19,76.9823160250475,5
6400.0,6,38.875539117555704,7,22,17,77.00991084740541,7
4400.0,1,38.9199656500451,7,22,22,77.0270411810925,7
7901.0,6,38.899968943199205,7,22,22,76.98246562621979,4
11100.0,5,38.928578504924204,8,21,1,76.97718809526641,4
9601.0,7,38.9117460564956,7,30,14,76.9386022586672,4
7406.0,8,38.8551980910686,7,30,16,76.9897348272031,3
7404.0,8,38.849612181168794,7,29,0,76.9837336814257,7
10500.0,6,38.877529505042894,7,20,0,77.014405703303,3
4300.0,2,38.9151990007901,7,25,23,77.03196296143491,6
1001.0,3,38.9599074542529,7,26,13,77.0852995777749,6
7407.0,8,38.857124884901204,7,26,16,76.9815314071127,6
3000.0,1,38.9295130123787,7,21,14,77.0327305534988,4
5800.0,2,38.8988488519276,7,1,8,77.0319556355216,6
11100.0,5,38.9340879656921,7,1,8,76.963022942844,5
2201.0,4,38.9514777232957,6,30,22,77.0220808957749,7
7807.0,7,38.9008434140485,6,30,8,76.9195783655086,6
8410.0,6,38.9033662427265,7,1,8,76.993762953347,7
9503.0,5,38.943406996743896,7,2,16,76.9819473930703,6
7604.0,7,38.8689113338313,7,2,18,76.959484529829,6
7200.0,6,38.8779625583832,7,2,19,77.0074564372586,6
7200.0,6,38.87568367114079,8,13,18,77.0005531646956,6
3000.0,1,38.9295130123787,8,14,10,77.0327305534988,6
9507.0,4,38.9560650145435,7,6,17,76.9992731525871,6
6700.0,6,38.8868894743467,7,17,9,76.9878399913938,4
5001.0,2,38.9103798258111,7,17,10,77.0309000536323,7
5500.0,2,38.90723853867,7,17,11,77.0494609686487,7
7404.0,8,38.8493683139281,7,16,22,76.979655651166,7
4902.0,2,38.9079041585041,7,17,12,77.0239697691315,6
10200.0,6,38.877862371248,7,17,13,77.0176441877483,4
8100.0,6,38.8947810872178,7,17,8,76.990893393891,7
3100.0,1,38.927470136945,7,17,13,77.0245183800325,7
10700.0,2,38.9037370021658,7,17,14,77.0425758481115,6
8803.0,5,38.914481201492706,7,17,3,76.9812513522629,5
1902.0,4,38.969918168587704,7,12,14,77.01897094352441,6
8904.0,5,38.900734571025,7,12,17,76.98192360736991,3
8803.0,5,38.909401976873205,7,10,12,76.9975557009568,6
5800.0,2,38.894788294485295,7,10,1,77.0224437519427,6
3500.0,1,38.926993017130705,7,13,23,77.0229382556488,7
5800.0,2,38.8978233770674,7,13,17,77.02599528201071,7
3400.0,1,38.9166883484235,7,14,3,77.018080436313,5
6400.0,6,38.872953428260104,8,13,16,77.0127799203962,6
7100.0,6,38.879583408512,8,14,0,76.9855132077796,6
7401.0,8,38.8607657229656,8,14,13,76.99756888842529,7
10900.0,8,38.8235965573052,8,20,23,77.0088902429937,5
2101.0,4,38.957305040040005,8,20,23,77.0269976596951,8
7304.0,8,38.8465309715677,7,17,15,76.981557186925,6
2802.0,1,38.927863574507796,7,17,9,77.035855157646,5
5201.0,2,38.90584844963829,7,15,20,77.0315667806576,6
2101.0,4,38.955279009455,7,20,1,77.02313195251,4
9811.0,8,38.8292026565216,7,2,22,76.9973541388932,6
6400.0,6,38.8729535691563,7,2,22,77.0114201092239,3
8904.0,5,38.900526607743295,8,6,22,76.977485272951,3
7304.0,8,38.8389200526271,8,6,22,76.9925361219088,3
9604.0,7,38.8941615471054,8,6,9,76.95862870056109,6
4902.0,2,38.905642848352606,8,7,3,77.0249950995954,2
4400.0,1,38.914830654664996,8,6,22,77.02808851787829,8
10200.0,6,38.8854720354622,7,4,10,77.02962142344221,7
10700.0,2,38.9029238062516,6,4,19,77.0488239001503,7
1001.0,3,38.948353627176104,6,29,20,77.0799445766197,6
9804.0,8,38.837730996006705,7,6,12,76.99352680613029,7
2900.0,1,38.9347468373661,7,8,1,77.0327329561251,4
3800.0,1,38.9172591466531,7,7,22,77.0408312111717,7
6700.0,6,38.886025166850295,7,7,22,76.9943638178552,8
3100.0,1,38.929739668771795,7,7,19,77.027067953744,8
202.0,2,38.9072138708319,7,9,21,77.06325006727259,6
9603.0,7,38.8948602173515,7,9,21,76.94859948891279,6
7504.0,8,38.863528433860296,7,9,16,76.9739826421821,7
2101.0,4,38.958540298061294,7,9,23,77.02157542663241,3
9807.0,8,38.8273887834213,7,10,1,77.01258750212929,3
9503.0,5,38.9458386327476,7,10,3,76.9784053463293,6
8904.0,5,38.9001834034383,8,6,21,76.9732775799163,7
7000.0,6,38.8802687782231,8,6,17,76.9937649722807,5
5800.0,2,38.9008410607992,8,7,12,77.0265151565228,6
7803.0,7,38.895899134248,7,20,9,76.9363103907729,7
8402.0,6,38.900194976088,7,19,21,76.9892787513323,5
2400.0,4,38.9368302224776,7,21,15,77.02223783749051,8
7604.0,7,38.8689113338313,7,21,18,76.959484529829,6
9301.0,5,38.93404714223679,7,21,17,76.9804734495673,7
7808.0,7,38.892895318432295,7,14,9,76.9157257636059,7
10700.0,2,38.9088531483897,7,23,1,77.0441815199314,3
8410.0,6,38.900753678939,7,22,23,76.9915266887281,7
4400.0,1,38.9162812437395,7,23,1,77.02703978410271,8
3600.0,1,38.9215871483569,8,21,13,77.02704179595041,7
1600.0,4,38.9887216325477,8,21,11,77.04116073065809,5
8002.0,6,38.8909248432103,8,18,14,76.9845887667102,7
8903.0,5,38.903103111343896,7,30,22,76.9780839518398,5
4400.0,1,38.917550792071,7,30,22,77.0296232162682,7
1804.0,4,38.9619710920902,7,30,21,77.0279570992068,6
1804.0,4,38.969448089067,7,31,0,77.0273138244938,6
9804.0,8,38.8414244771066,7,31,1,76.9938259583431,8
8804.0,5,38.9062022312593,7,31,0,76.97944344469408,6
8410.0,6,38.901311843337105,7,31,0,76.98757237953859,7
5800.0,2,38.898309157411795,8,7,20,77.02885438321908,6
5600.0,2,38.9005274394367,5,11,0,77.0563481517257,5
6600.0,6,38.8886737661514,8,10,11,77.0000461054509,6
7000.0,6,38.8819894392387,8,17,16,76.99498650191829,8
5800.0,2,38.8961106195281,8,17,17,77.0308016524484,6
5800.0,2,38.898309157411795,8,17,17,77.02885438321908,6
4701.0,6,38.9046808671211,8,13,1,77.013338994445,7
8802.0,5,38.9022029472732,8,13,2,76.9820154636605,6
2502.0,4,38.938144962308996,8,13,3,77.0245912572209,6
4701.0,6,38.9067170107395,8,19,0,77.01086058033309,7
10400.0,8,38.8422353676688,8,19,13,77.0027760465273,6
9601.0,7,38.907910497565105,8,5,9,76.9425255814041,7
1001.0,3,38.955323936573,9,3,9,77.082952052113,8
4801.0,6,38.9118598897831,9,11,2,77.01802156173791,4
10600.0,6,38.907897370057,9,11,3,77.00747109608359,7
8802.0,5,38.9022029472732,8,16,13,76.9820154636605,6
5201.0,2,38.9096398205834,8,22,3,77.0355462229667,4
9501.0,5,38.944164895197794,8,20,20,77.0066904941052,8
8302.0,6,38.9001953841724,8,22,5,76.9955731618235,6
1500.0,4,38.9758927132203,8,21,20,77.0639226729671,8
7601.0,8,38.870105740820705,8,22,0,76.9798917300998,7
7807.0,7,38.8974802663731,8,21,18,76.9152938189243,7
10100.0,2,38.9045239340876,8,18,0,77.0326153266469,7
9201.0,5,38.9264997027649,8,17,22,76.994971840033,4
4600.0,5,38.9103741032283,8,18,1,77.0136744254122,7
4902.0,6,38.907904561509994,8,19,19,77.02191752346829,6
4702.0,6,38.9013571938212,7,29,17,77.00907286039609,6
1002.0,3,38.934062363335,7,29,16,77.0724316449067,6
9000.0,5,38.9205357239627,7,29,18,76.9526631389814,6
501.0,3,38.9254342593142,7,29,17,77.0520222291955,7
10200.0,6,38.877862371248,9,17,23,77.0176441877483,6
4002.0,1,38.920123431494105,9,18,2,77.0418591499131,6
10900.0,8,38.821308395753704,9,18,2,77.0090051130429,3
9201.0,5,38.932363824246295,8,1,12,76.9970981901552,7
10100.0,2,38.9007578068275,8,1,15,77.03481551306851,6
4801.0,1,38.9155617459114,7,31,0,77.0214009947644,6
2701.0,1,38.935880780363604,7,28,17,77.03645895716541,6
9811.0,8,38.827785799054,8,1,16,76.99710934987091,6
9804.0,8,38.837812250583895,8,1,20,76.9995162376304,7
10600.0,6,38.9037265037285,7,27,22,77.00748218802781,4
4802.0,6,38.9072381277706,7,28,1,77.0209142641042,4
1100.0,3,38.9553594152157,8,3,15,77.0700304849853,6
100.0,2,38.9084676208994,8,3,14,77.06024196284329,6
3700.0,1,38.925818806986,8,5,11,77.0354620289975,8
4300.0,1,38.917550178367,8,4,13,77.0319524841605,6
7406.0,8,38.8551980910686,8,4,22,76.9897348272031,8
10600.0,6,38.9031230351424,8,28,13,77.0058911644598,7
5800.0,2,38.898309157411795,8,9,16,77.02885438321908,6
10400.0,8,38.8395146790155,8,16,13,77.0063005791945,4
6500.0,6,38.8851334424645,8,16,14,76.9973260165343,6
5001.0,2,38.91185815120829,7,24,16,77.02703810722241,6
2400.0,4,38.9451084177003,8,15,22,77.0243629495219,7
801.0,3,38.9313406028756,8,16,9,77.08743365701659,7
9503.0,5,38.937001908396,8,16,13,76.9807379263771,7
4201.0,2,38.9169990257176,8,14,18,77.0374870891454,6
9102.0,5,38.927254786563,8,16,9,76.97993327740059,7
3000.0,1,38.9295130123787,8,11,15,77.0327305534988,6
10600.0,6,38.907897370057,8,10,14,77.00747109608359,8
11100.0,5,38.931135703128795,8,11,17,76.9718589261542,7
1500.0,4,38.971268707692296,8,18,3,77.06882290834659,8
1500.0,4,38.971268707692296,8,17,19,77.06882290834659,8
2301.0,4,38.9426957171785,8,17,21,77.0154339597695,7
9501.0,5,38.946209834614,8,17,21,77.0055601907998,7
10100.0,2,38.9060998316179,8,17,18,77.0345760077461,7
4901.0,2,38.91009251653,9,6,16,77.02703743789449,6
5800.0,2,38.8973458172963,9,6,19,77.02651385738599,6
9301.0,5,38.928074727861,9,5,21,76.9810401889257,7
11100.0,5,38.9250376112842,9,6,19,76.9741793131177,5
7000.0,6,38.8819894845404,9,6,21,76.9961851313431,4
10100.0,2,38.9045239340876,8,28,13,77.0326153266469,6
10500.0,6,38.8792861823378,9,8,13,77.0140718374044,3
701.0,3,38.9327370875561,9,8,12,77.0741141880981,7
5800.0,2,38.8973455744946,9,8,14,77.0275628838548,6
9902.0,7,38.8676443790773,9,8,16,76.9453119985661,6
9505.0,4,38.957794590668996,9,8,16,77.0017075559917,6
6500.0,6,38.8851334424645,9,8,17,76.9973260165343,6
9102.0,5,38.921581102295704,8,16,20,76.9937613602702,6
2501.0,4,38.944522480074,8,16,20,77.02620841215291,3
7502.0,8,38.8531300750886,8,22,19,76.96404413367449,6
8002.0,6,38.893573481290204,8,22,8,76.98599450739741,7
5201.0,2,38.9114958362045,8,22,9,77.03455556351979,5
9907.0,7,38.8810560683646,8,28,2,76.9415560507237,5
10600.0,6,38.9025105817438,8,28,4,77.002812978054,7
2002.0,4,38.9596739428239,8,28,6,77.02814080368,8
10600.0,6,38.905165475702205,8,28,5,77.0090657356382,4
7803.0,7,38.899054471765396,8,28,2,76.940895734608,7
8702.0,5,38.9175455207836,8,27,22,77.0020409921371,8
2102.0,4,38.954875451361296,8,28,3,77.0105333430878,7
4901.0,6,38.9125969538498,8,1,13,77.02651952697691,7
2802.0,1,38.928170812833,8,9,9,77.0325915444334,6
5800.0,2,38.8983100548369,8,7,19,77.0249579465415,6
11100.0,5,38.9172816475171,8,9,8,76.97511613113191,7
5900.0,2,38.894572642563205,8,8,22,77.01937741801349,3
7504.0,8,38.864655222485794,8,6,12,76.97753115653191,8
7707.0,7,38.8785999109931,8,8,23,76.930805481595,3
2002.0,4,38.9502605241781,8,8,21,77.02721418179621,5
9603.0,7,38.8948602173515,8,9,12,76.94859948891279,6
8002.0,6,38.893292531728704,8,3,19,76.9756893269052,6
11100.0,5,38.9133445773888,7,20,20,76.9731804059241,6
2201.0,4,38.9476043127169,8,11,10,77.02128371947342,7
1804.0,4,38.96553843027729,8,11,13,77.02765848994059,6
4702.0,6,38.9025183981397,8,11,12,77.0169239846672,6
4902.0,2,38.9035445206324,8,10,22,77.02191618378059,6
2801.0,1,38.936665604952005,8,5,16,77.03273383703859,6
7604.0,7,38.8694722979146,8,5,17,76.9672739367392,5
9807.0,8,38.834668019675796,9,3,1,77.0080969040513,3
11100.0,5,38.9189282484248,9,2,4,76.9673088981908,7
3900.0,1,38.9243031095765,9,2,23,77.0423690168037,7
5001.0,2,38.9106504074909,8,22,19,77.02962035030271,7
501.0,3,38.925694600640504,8,22,16,77.05400598310409,6
5500.0,2,38.9099274291219,8,22,23,77.04360696372791,6
11100.0,5,38.917137214255,8,23,0,76.96513405693359,7
7809.0,7,38.9036400127498,8,17,19,76.9256278247659,8
8904.0,5,38.8995526010333,7,27,23,76.9723440384127,3
9301.0,5,38.934876405664895,7,27,23,76.9837372969473,7
4202.0,2,38.9140870019033,7,28,6,77.0441617012533,4
901.0,3,38.931208118541704,7,27,14,77.10601355227199,7
7000.0,6,38.8834577164655,9,6,22,76.9932114686494,4
7809.0,7,38.901831568543294,9,7,3,76.92922659992091,3
4100.0,2,38.9103827266835,9,15,23,77.048805946298,7
7603.0,7,38.860310329559105,9,16,20,76.96583791471281,6
3400.0,1,38.926390790505295,9,16,19,77.01466928837971,6
4902.0,6,38.907904561509994,9,16,16,77.02191752346829,7
202.0,2,38.9055462557926,9,16,13,77.06519700509759,6
9804.0,8,38.843262319636295,9,17,0,76.9967977093947,4
7806.0,7,38.9038733708475,9,8,21,76.9242902380207,6
2102.0,4,38.957658850426505,9,9,0,77.01212593199091,4
5900.0,2,38.9005185027319,9,11,13,77.01720018883701,6
1001.0,3,38.9599074542529,9,11,13,77.0852995777749,6
4001.0,1,38.923229737168896,9,11,12,77.0460240070625,7
2002.0,4,38.950800622045996,9,6,15,77.0288756308911,6
7503.0,8,38.8611700271739,9,11,16,76.9839730077099,6
4400.0,1,38.918641178529604,9,10,16,77.0280900186956,7
4202.0,2,38.9140870019033,8,17,6,77.0441617012533,5
4202.0,2,38.9155739758415,8,1,20,77.04254832239141,4
7803.0,7,38.900513825587,8,2,2,76.94089452545259,3
2701.0,1,38.93416707369371,8,2,4,77.0427439573063,1
7000.0,6,38.880025686989605,8,1,12,76.9973031580131,7
3000.0,1,38.9301714260641,8,2,9,77.0297091909936,7
9302.0,5,38.925580823891295,7,27,2,76.99430302977859,7
5600.0,2,38.8980483720614,7,28,14,77.0517992520316,7
1902.0,4,38.960738912776606,8,3,1,77.0180339208511,7
9603.0,7,38.8948602173515,8,4,1,76.94859948891279,6
3800.0,1,38.9210070778975,9,17,0,77.03947262948529,4
4002.0,1,38.9216186302989,8,27,1,77.0423674218744,6
1100.0,3,38.9590266815617,8,26,22,77.08246023847191,5
3400.0,1,38.9157152568855,8,27,4,77.01927938588621,4
7603.0,7,38.8616873981691,8,27,7,76.961896729716,7
4901.0,6,38.9102729188773,9,11,8,77.0259998194442,6
202.0,2,38.9050294699616,9,11,19,77.0708803341289,6
5301.0,2,38.9107469112828,9,11,20,77.0384984370088,6
8302.0,6,38.9001954371661,9,18,9,76.9973139237093,6
7707.0,7,38.8775679118676,9,10,8,76.9378595202452,6
3600.0,1,38.9252438763443,9,17,23,77.02971867032329,7
9301.0,5,38.9324900500052,7,29,22,76.9918112534198,7
702.0,3,38.923625022816296,6,28,7,77.08112771569559,6
1902.0,4,38.9637216325095,8,9,17,77.0097038785023,4
10500.0,6,38.876989403326604,8,9,9,77.010660139738,8
2101.0,4,38.9584768385762,8,8,15,77.0236521846524,7
7707.0,7,38.8775822350715,8,9,20,76.9312674514017,6
5800.0,2,38.8991302291991,8,9,6,77.02294082427521,7
3302.0,5,38.914815526179,8,3,17,77.0106773241736,6
2102.0,4,38.9560188708978,8,3,17,77.01607139358579,6
7404.0,8,38.8523955812541,8,10,15,76.9823160250475,8
5800.0,2,38.8978225125861,8,11,9,77.029626551764,6
1702.0,4,38.978286892968505,8,11,6,77.01848845553441,8
7903.0,7,38.8972016599032,8,26,22,76.9733824465227,7
901.0,3,38.93435962135921,8,27,1,77.10755222771891,7
9204.0,5,38.920932635095795,9,3,14,76.99716323213092,6
5001.0,2,38.9106507861781,9,2,23,77.0280868717761,7
9801.0,8,38.8348843591626,9,3,15,76.9941950896103,6
5500.0,2,38.9025259599365,8,15,12,77.0499774104043,6
702.0,3,38.923625022816296,8,8,12,77.08112771569559,6
3000.0,1,38.9291444788463,8,22,10,77.0297087631172,7
3800.0,1,38.9238622318742,8,22,13,77.0408811201947,6
9700.0,8,38.829623427251704,8,18,14,76.994391303419,6
8302.0,6,38.9001954371661,8,22,17,76.9973139237093,6
2702.0,1,38.9293223735617,8,16,21,77.0375973642925,6
9201.0,5,38.9299048904734,8,16,5,76.99618256782229,7
8410.0,6,38.9010328381845,8,16,15,76.99024700762929,7
9504.0,5,38.94152542696229,8,11,12,76.9926407289557,8
10200.0,6,38.8803123393458,8,14,16,77.0196155706657,6
202.0,2,38.9086097622719,8,18,16,77.06398919869591,6
9505.0,4,38.957794590668996,8,18,16,77.0017075559917,6
100.0,2,38.9052068897726,8,18,19,77.0596742861517,6
8402.0,6,38.8981143061302,9,3,9,76.9926567352697,7
8402.0,6,38.9001947352995,8,28,0,76.986915465365,8
2502.0,4,38.9382870981404,9,7,0,77.0327345815095,8
4702.0,6,38.9025183981397,6,16,18,77.0169239846672,7
1302.0,3,38.9431488767315,6,16,14,77.0617131655669,6
8402.0,6,38.8997351430303,6,21,23,76.985509115345,7
8301.0,6,38.89812352746821,6,21,17,77.0020404364584,7
5201.0,2,38.9103785045859,6,4,23,77.0355465911089,7
9901.0,7,38.8753062466087,6,22,10,76.9565537510182,5
5800.0,2,38.9008602147904,6,22,11,77.02091239417041,3
,8,38.8369369086099,6,22,12,76.9811450167678,6
801.0,3,38.9358299240143,6,28,7,77.0830677796479,6
5002.0,2,38.905642270031294,6,27,19,77.02756608985679,7
4202.0,2,38.910628407712004,6,28,13,77.04252231228291,6
1302.0,3,38.9348242806608,6,25,17,77.05808053269729,6
1100.0,3,38.961017505475,6,26,18,77.0824625417883,5
4202.0,2,38.913719288856704,6,26,19,77.0396184913883,5
9811.0,8,38.829199916616105,6,26,10,76.99239893677529,5
2502.0,4,38.938144962308996,6,26,17,77.0245912572209,7
6400.0,6,38.8737914233454,6,28,15,77.01064813805542,6
4902.0,2,38.9064357956565,6,28,15,77.0239808049225,7
4400.0,1,38.9148227693736,6,10,12,77.022945871964,7
4400.0,1,38.9162729049155,6,10,0,77.023972581834,7
7901.0,6,38.894779784898894,6,10,14,76.98032281463429,7
7806.0,7,38.9066344736309,6,10,5,76.9316660392705,7
10800.0,2,38.9006901822432,6,10,13,77.0477387106022,7
9602.0,7,38.902467260731,6,10,0,76.9494762906844,8
9505.0,4,38.9612627822816,6,26,23,77.00005769050951,3
8802.0,5,38.9022029472732,6,27,1,76.9820154636605,6
4600.0,5,38.9096351671625,6,8,22,77.0156804602973,4
5800.0,2,38.9008410607992,6,8,22,77.0265151565228,4
1600.0,4,38.9819961991217,6,9,2,77.02878440013541,7
10800.0,2,38.9001321019274,6,9,2,77.0466546848435,6
1600.0,4,38.9877607708028,6,9,6,77.03144147969391,7
3500.0,1,38.9170029871013,6,9,0,77.0218972577432,6
4400.0,1,38.9155700251451,6,9,8,77.02506776302658,7
9400.0,5,38.9314240434911,6,22,5,76.9721702107525,6
3700.0,1,38.9239454753551,6,22,14,77.0341233778956,7
5900.0,2,38.9005185027319,6,22,14,77.01720018883701,6
100.0,2,38.9038919404634,6,9,8,77.05914286016609,7
1100.0,3,38.960311672690295,6,9,11,77.0737505712614,5
4802.0,6,38.9048961324308,6,15,3,77.01991055577241,7
7503.0,8,38.8651523885701,6,9,9,76.98965273752421,7
10600.0,6,38.905165475702205,6,14,19,77.0090657356382,7
10100.0,2,38.9037316934956,6,15,9,77.0307934145346,8
2201.0,4,38.951550221939705,6,15,0,77.0196582469133,7
1001.0,3,38.9492452010988,6,15,9,77.0803031975013,4
6500.0,6,38.8842686374492,6,16,18,76.9973145232932,7
9204.0,5,38.9244999636805,6,16,7,76.9995156495497,7
1600.0,4,38.9788438728389,6,16,21,77.02645185494809,6
3100.0,1,38.9308214390803,6,16,17,77.02349307971329,6
5201.0,2,38.9056951632188,6,13,15,77.0320970520639,5
9903.0,7,38.8897602299175,6,17,1,76.9290195702665,7
11100.0,5,38.9304232587019,6,15,11,76.96875680015481,4
7703.0,7,38.88662792669229,6,15,13,76.95179813100799,3
9505.0,4,38.9655055231763,6,21,6,77.0058270883465,6
1902.0,4,38.9686304852775,6,21,8,77.015624205196,7
5800.0,2,38.8991214156494,6,20,12,77.0219263529351,6
1401.0,3,38.9630867277832,6,9,15,77.07293421640921,7
4002.0,1,38.9182487414997,5,7,11,77.04445255696331,6
7304.0,8,38.8465309715677,6,9,19,76.981557186925,6
10100.0,2,38.90132591384079,6,15,14,77.03280984736709,6
1200.0,3,38.947488012076896,6,15,13,77.0669080658448,7
7804.0,7,38.9001791631257,6,15,15,76.9382778958235,6
6900.0,6,38.8825386514268,6,14,21,76.9902495355631,6
2701.0,1,38.93416783053029,6,15,12,77.0406217535613,7
3900.0,1,38.9254936387785,6,5,13,77.0382180906272,7
3800.0,1,38.92317844445979,6,5,13,77.0383898289483,7
3600.0,1,38.9242529614506,6,20,16,77.0297182573567,7
7601.0,8,38.868223286746705,6,26,21,76.9817359501066,8
7708.0,7,38.8887821894005,6,27,10,76.9549549041723,8
7502.0,8,38.8531300750886,6,27,12,76.96404413367449,6
7406.0,8,38.856414280809204,6,24,19,76.9903452734334,8
5500.0,2,38.9072379798751,6,9,12,77.0507637864389,7
3700.0,1,38.9223686804711,6,9,14,77.0352642725514,7
1901.0,4,38.9672784888195,6,21,11,77.0205395552019,7
7200.0,6,38.8779627017599,6,21,15,77.00470205008591,7
202.0,2,38.905150551445,6,21,15,77.06399762448541,6
1804.0,4,38.96553843027729,6,21,15,77.02765848994059,7
5201.0,2,38.9100094566428,6,26,23,77.0345663732044,5
4400.0,1,38.917550792071,6,27,12,77.0296232162682,7
9601.0,7,38.9117460564956,6,27,15,76.9386022586672,8
7504.0,8,38.865430053277294,6,27,18,76.9780955204453,6
5900.0,6,38.896726897696,6,27,18,77.0090607438444,6
9906.0,7,38.8884142559867,6,9,22,76.9383226526853,3
10700.0,2,38.90644764779179,6,9,18,77.044894842584,7
7804.0,7,38.8906003109928,6,9,22,76.93291475138841,3
4801.0,6,38.9103822150478,6,5,20,77.01991208724431,6
9204.0,5,38.9242387048119,6,5,21,76.99791268784959,6
9905.0,7,38.884174051949394,6,5,20,76.9274230635871,1
100.0,2,38.9068000870362,6,9,21,77.06213135877209,7
10700.0,2,38.908133400187396,6,9,22,77.0416791707161,7
1901.0,4,38.9637643857309,6,15,22,77.025084714322,4
6801.0,6,38.8861403652828,6,5,23,76.9781352660797,3
11100.0,5,38.930576936444396,6,6,1,76.97083269748771,3
3600.0,1,38.9237580378654,6,15,20,77.0275384966435,7
3000.0,1,38.9306851134291,6,21,16,77.02885595159141,7
4702.0,6,38.902517752202,6,21,17,77.0209128801097,6
9603.0,7,38.8916370390256,6,21,18,76.9529128504562,3
5800.0,2,38.898309157411795,6,21,14,77.02885438321908,6
1803.0,4,38.9707162340562,6,21,22,77.0348958495503,7
