PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2011_15,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2011_15,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2011_15,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2011_15,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2011_15,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2011_15,PctHshldPhone_2000,PctHshldPhone_2011_15,PctHshldCar_2000,PctHshldCar_2011_15,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2011_15,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2011_15,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,fs_client_2016,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,tanf_client_2016,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_violent_2016,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015,Rate_crimes_pt1_property_2016,CENSUS_TRACT
s,s,9.6,13.0,s,11,18,16.0,12,6,s,s,7.2,11.0,s,s,56,65.0,s,s,23,14.0,100,99.0,76,85.0,s,s,100676,121171,s,s,20,321,273,279,295,309,375,362,356,413,554,714,826.0,882.0,883.0,813.0,783.0,729.0,148,133,131,145,138,160,137,132,146,184,208,196,193,195,154,150,145,11,5.9,10.0,17.0,15.0,12.0,9.5,17.0,15.0,14.0,12.0,7.9,17.0,11.0,18.0,19.0,13.0,57,43.0,47.0,47.0,54.0,44.0,30.0,47.0,40.0,34.0,31.0,38.0,47.0,53.0,66.0,52.0,48.0,2002.0
s,s,20,15.0,s,31,30,15.0,16,12,s,s,8.6,10.0,s,s,52,65.0,s,s,29,19.0,99,98.0,64,63.0,s,s,66317,73855,s,s,11,698,662,623,668,775,822,865,829,885,1233,1461,1670.0,1822.0,1830.0,1698.0,1785.0,1530.0,361,387,394,366,418,400,428,393,413,470,501,516,594,576,497,496,428,15,12.0,14.0,21.0,19.0,13.0,13.0,18.0,16.0,16.0,17.0,12.0,15.0,13.0,11.0,14.0,7.3,46,32.0,35.0,32.0,31.0,41.0,36.0,32.0,23.0,29.0,31.0,30.0,27.0,29.0,30.0,27.0,25.0,2101.0
s,s,9.1,18.0,s,9.9,35,12.0,8.1,17,s,s,11,11.0,s,s,52,61.0,s,s,24,7.1,99,95.0,65,74.0,s,s,71034,85625,s,s,21,545,468,510,610,629,647,669,670,740,872,1091,1256.0,1305.0,1347.0,1170.0,1198.0,1109.0,320,300,312,340,331,313,306,298,315,365,403,417,405,379,311,260,259,12,14.0,13.0,14.0,11.0,12.0,12.0,9.9,12.0,10.0,11.0,8.0,11.0,8.6,9.0,7.5,5.6,39,43.0,48.0,35.0,35.0,32.0,36.0,34.0,28.0,28.0,34.0,32.0,28.0,36.0,38.0,39.0,24.0,2102.0
s,s,13,7.9,s,18,0,17.0,19,16,s,s,5.3,14.0,s,s,54,62.0,s,s,31,13.0,99,98.0,73,80.0,s,s,79189,108112,s,s,37,368,357,369,384,406,446,466,498,512,642,780,952.0,952.0,942.0,906.0,873.0,763.0,215,208,228,219,232,244,246,214,200,230,250,296,305,273,252,241,229,8.6,7.7,8.3,13.0,8.6,11.0,9.2,18.0,14.0,13.0,15.0,7.0,10.0,10.0,9.9,5.2,5.8,33,32.0,34.0,33.0,27.0,25.0,22.0,31.0,26.0,22.0,20.0,25.0,17.0,32.0,19.0,20.0,18.0,2201.0
s,s,15,26.0,s,21,33,16.0,11,21,s,s,8.4,15.0,s,s,53,56.0,s,s,29,18.0,97,93.0,66,65.0,s,s,69270,71453,s,s,3.2,527,499,452,450,460,513,522,508,592,697,900,1034.0,1149.0,1154.0,1099.0,1074.0,983.0,270,277,274,243,224,243,236,212,251,262,311,355,362,383,345,262,228,6.3,8.9,12.0,11.0,8.9,14.0,11.0,13.0,13.0,14.0,12.0,8.4,10.0,12.0,12.0,12.0,8.4,26,24.0,46.0,33.0,21.0,23.0,19.0,24.0,26.0,26.0,27.0,18.0,28.0,27.0,26.0,24.0,17.0,2202.0
s,s,18,10.0,s,32,12,22.0,15,4.1,s,s,9.3,7.9,s,s,52,68.0,s,s,30,12.0,98,99.0,71,82.0,s,s,98093,109510,s,s,12,435,384,418,428,441,445,466,409,489,566,633,721.0,752.0,781.0,704.0,735.0,647.0,262,236,274,254,251,240,235,191,202,204,172,184,208,186,155,169,144,7.4,4.3,12.0,9.4,6.4,7.4,8.0,9.1,7.7,8.1,8.7,5.0,4.4,8.1,5.7,4.4,4.0,31,34.0,43.0,34.0,32.0,38.0,22.0,19.0,19.0,26.0,22.0,19.0,18.0,21.0,23.0,24.0,15.0,2301.0
s,s,24,24.0,s,11,0,31.0,0,27,s,s,4.2,2.5,s,s,49,48.0,s,s,12,6.7,98,74.0,88,63.0,s,s,71388,90985,s,s,27,25,24,25,30,27,50,64,68,49,45,67,60.0,61.0,68.0,69.0,80.0,62.0,11,8,5,13,6,17,10,11,15,12,15,17,16,19,17,26,21,5.2,7.8,7.4,9.7,9.9,11.0,5.1,3.3,11.0,4.1,4.9,3.4,4.4,5.4,6.4,5.4,4.4,71,102.0,88.0,87.0,69.0,79.0,52.0,65.0,67.0,42.0,31.0,29.0,30.0,41.0,40.0,34.0,24.0,2302.0
s,s,15,7.8,s,20,3.9,12.0,16,9.9,s,s,12,10.0,s,s,49,65.0,s,s,32,11.0,96,97.0,68,77.0,s,s,68809,101198,s,s,47,448,396,369,473,503,497,525,575,544,708,834,913.0,933.0,900.0,775.0,753.0,651.0,241,199,241,263,286,275,248,235,220,268,314,288,314,290,236,217,195,14,11.0,15.0,16.0,17.0,17.0,17.0,22.0,23.0,22.0,19.0,12.0,10.0,13.0,11.0,6.4,6.4,40,38.0,53.0,42.0,33.0,27.0,34.0,51.0,39.0,45.0,49.0,32.0,40.0,47.0,39.0,32.0,28.0,2400.0
s,s,13,23.0,s,9,30,14.0,19,47,s,s,8.4,9.9,s,s,56,59.0,s,s,31,21.0,98,98.0,67,66.0,s,s,112832,112254,s,s,-0.5,242,247,228,259,297,281,306,311,311,394,478,563.0,631.0,615.0,547.0,541.0,534.0,102,104,87,95,123,105,115,108,95,105,116,138,155,139,127,122,127,15,8.8,14.0,17.0,19.0,9.3,17.0,20.0,13.0,15.0,12.0,6.3,9.8,14.0,7.4,11.0,11.0,39,55.0,50.0,39.0,38.0,37.0,29.0,36.0,33.0,29.0,27.0,32.0,42.0,47.0,54.0,49.0,34.0,2501.0
s,s,19,15.0,s,26,23,14.0,8.1,11,s,s,6.7,5.9,s,s,55,75.0,s,s,43,22.0,97,99.0,55,57.0,s,s,58426,116622,s,s,100,610,510,550,609,642,700,700,681,672,938,1271,1556.0,1767.0,1806.0,1596.0,1660.0,1526.0,346,305,310,295,287,351,308,254,249,285,350,354,399,386,342,304,259,18,12.0,15.0,15.0,15.0,20.0,16.0,15.0,17.0,16.0,13.0,16.0,14.0,16.0,13.0,11.0,9.2,48,40.0,48.0,40.0,42.0,31.0,34.0,32.0,31.0,30.0,33.0,38.0,41.0,51.0,60.0,58.0,65.0,2502.0
s,s,8.5,5.1,s,9.4,2.2,5.1,7.8,4.7,s,s,5.8,7.4,s,s,55,65.0,s,s,6.1,3.2,100,99.0,86,89.0,s,s,186242,196308,s,s,5.4,29,24,16,31,43,45,44,41,42,71,79,76.0,88.0,81.0,79.0,82.0,85.0,19,13,7,12,13,12,18,16,8,12,10,18,12,11,11,10,10,5.9,5.9,5.9,5.0,3.2,2.8,3.2,3.7,2.3,4.1,2.8,2.3,4.6,2.3,2.3,3.7,3.2,60,41.0,64.0,49.0,42.0,37.0,37.0,30.0,44.0,44.0,34.0,44.0,48.0,40.0,57.0,40.0,35.0,2600.0
s,s,17,16.0,s,35,27,7.4,12,22,s,s,5.9,7.0,s,s,67,72.0,s,s,27,9.3,98,95.0,56,45.0,s,s,84109,106776,s,s,27,263,225,229,227,239,215,220,241,235,334,417,510.0,517.0,552.0,511.0,511.0,545.0,76,88,93,99,94,71,67,85,61,82,97,97,108,86,81,85,103,6.8,4.6,5.1,6.8,5.8,5.8,5.3,5.4,3.4,5.3,3.2,3.4,3.1,7.8,3.1,3.6,3.6,31,30.0,35.0,34.0,28.0,22.0,34.0,19.0,25.0,27.0,16.0,21.0,22.0,35.0,36.0,32.0,22.0,2701.0
s,s,19,7.8,s,23,7.6,31.0,38,4.1,s,s,5.6,4.0,s,s,72,77.0,s,s,31,12.0,95,99.0,58,62.0,s,s,97078,142159,s,s,46,310,320,265,274,269,261,276,287,275,317,375,441.0,499.0,492.0,470.0,515.0,522.0,118,103,94,87,88,69,81,84,69,51,68,56,46,41,27,45,62,7.3,9.7,13.0,14.0,12.0,13.0,9.2,12.0,11.0,6.4,7.5,8.2,6.9,3.6,4.8,4.4,5.9,42,49.0,60.0,49.0,27.0,29.0,48.0,45.0,35.0,28.0,27.0,30.0,24.0,31.0,42.0,30.0,23.0,2702.0
s,s,30,21.0,s,34,30,40.0,31,45,s,s,12,9.5,s,s,51,72.0,s,s,50,24.0,87,98.0,42,42.0,s,s,44624,42815,s,s,-4.1,596,545,473,447,489,508,511,516,541,614,739,824.0,873.0,873.0,808.0,848.0,796.0,294,281,250,210,235,242,226,220,234,255,253,245,246,213,191,186,182,21,7.7,18.0,24.0,18.0,20.0,21.0,22.0,19.0,19.0,12.0,14.0,15.0,15.0,10.0,14.0,9.5,43,43.0,41.0,44.0,41.0,37.0,45.0,29.0,28.0,32.0,27.0,29.0,29.0,29.0,37.0,39.0,28.0,2801.0
s,s,33,20.0,s,42,35,50.0,31,30,s,s,5.7,5.9,s,s,60,75.0,s,s,63,27.0,93,95.0,30,37.0,s,s,60496,60588,s,s,0.2,831,760,658,624,681,708,712,718,772,855,1030,1148.0,1217.0,1217.0,1126.0,1181.0,1109.0,409,391,348,293,328,337,315,307,325,356,352,341,343,296,266,260,254,12,9.2,13.0,17.0,13.0,15.0,13.0,25.0,26.0,21.0,23.0,25.0,19.0,23.0,23.0,20.0,17.0,29,32.0,37.0,28.0,26.0,24.0,35.0,58.0,80.0,90.0,109.0,102.0,126.0,128.0,133.0,143.0,120.0,2802.0
s,s,20,7.5,s,23,13,17.0,29,3.4,s,s,14,5.3,s,s,55,81.0,s,s,48,14.0,91,97.0,52,61.0,s,s,70681,106565,s,s,51,471,452,419,414,427,441,406,348,340,438,618,730.0,729.0,732.0,689.0,673.0,621.0,257,257,241,226,223,210,168,151,129,132,171,175,165,145,123,115,119,20,16.0,21.0,24.0,23.0,17.0,25.0,24.0,20.0,23.0,16.0,17.0,11.0,13.0,6.3,9.3,7.1,37,41.0,46.0,44.0,43.0,31.0,46.0,54.0,42.0,57.0,49.0,57.0,62.0,84.0,71.0,65.0,61.0,2900.0
s,s,38,26.0,s,47,50,49.0,28,43,s,s,17,6.4,s,s,51,71.0,s,s,39,9.4,93,95.0,49,45.0,s,s,57526,81412,s,s,42,672,629,581,540,596,628,575,558,580,697,812,906.0,887.0,892.0,828.0,789.0,723.0,392,391,349,310,359,327,284,285,294,327,351,348,324,323,297,230,229,25,23.0,34.0,42.0,21.0,33.0,27.0,23.0,25.0,19.0,21.0,22.0,19.0,16.0,10.0,13.0,7.9,48,60.0,64.0,62.0,48.0,45.0,51.0,50.0,47.0,47.0,46.0,49.0,52.0,58.0,62.0,61.0,44.0,3000.0
s,s,14,11.0,s,26,22,20.0,11,17,s,s,19,6.0,s,s,55,73.0,s,s,45,20.0,97,96.0,57,72.0,s,s,58229,86898,s,s,49,392,390,399,407,415,433,392,327,283,369,461,537.0,560.0,600.0,554.0,567.0,547.0,249,266,251,210,223,218,163,122,120,117,168,152,139,115,103,124,107,36,30.0,36.0,40.0,24.0,18.0,24.0,28.0,31.0,33.0,27.0,19.0,21.0,28.0,13.0,22.0,15.0,64,58.0,64.0,66.0,61.0,50.0,57.0,61.0,68.0,66.0,55.0,76.0,90.0,106.0,107.0,133.0,132.0,3100.0
s,s,26,16.0,s,37,21,17.0,15,9.6,s,s,15,7.6,s,s,48,64.0,s,s,41,26.0,94,97.0,53,63.0,s,s,57784,98714,s,s,71,916,964,1000,1075,1036,1110,1007,934,873,1073,1294,1378.0,1382.0,1399.0,1285.0,1216.0,1051.0,558,622,658,684,627,636,512,481,399,447,471,424,390,399,369,311,248,23,15.0,25.0,32.0,25.0,19.0,27.0,19.0,19.0,15.0,14.0,9.6,10.0,9.2,7.3,7.9,4.3,50,46.0,48.0,56.0,60.0,47.0,50.0,40.0,36.0,42.0,49.0,38.0,50.0,46.0,42.0,35.0,29.0,3200.0
s,s,23,7.6,s,34,0,12.0,27,4.3,s,s,15,4.3,s,s,53,83.0,s,s,26,2.6,97,99.0,67,76.0,s,s,76692,143117,s,s,87,377,352,343,357,374,400,310,315,320,378,384,472.0,436.0,417.0,350.0,324.0,254.0,209,193,189,185,217,202,136,147,152,143,127,141,118,98,83,70,66,14,18.0,18.0,16.0,11.0,11.0,9.4,10.0,13.0,14.0,6.6,6.6,7.5,7.8,4.1,7.2,12.0,43,55.0,48.0,76.0,50.0,39.0,47.0,42.0,36.0,31.0,41.0,39.0,50.0,34.0,47.0,43.0,37.0,3301.0
s,s,15,12.0,s,16,12,20.0,12,33,s,s,14,9.2,s,s,55,74.0,s,s,26,6.9,95,98.0,65,78.0,s,s,80286,128629,s,s,60,296,303,294,299,287,276,250,242,254,247,272,298.0,284.0,269.0,206.0,201.0,170.0,179,139,132,135,129,124,101,79,89,83,108,91,81,91,87,79,61,19,18.0,23.0,19.0,15.0,15.0,8.4,12.0,11.0,14.0,8.9,5.6,8.0,7.0,11.0,11.0,12.0,28,40.0,42.0,60.0,44.0,38.0,31.0,43.0,36.0,46.0,34.0,36.0,65.0,48.0,50.0,54.0,50.0,3302.0000000000005
s,s,40,19.0,s,60,21,38.0,38,15,s,s,16,10.0,s,s,39,47.0,s,s,37,13.0,95,96.0,38,58.0,s,s,41577,92614,s,s,123,645,606,591,619,635,603,546,549,521,579,648,674.0,699.0,689.0,626.0,656.0,619.0,355,292,314,294,326,313,217,244,230,212,201,183,169,178,183,145,129,21,24.0,22.0,18.0,16.0,20.0,23.0,20.0,22.0,16.0,14.0,12.0,14.0,14.0,13.0,10.0,12.0,74,89.0,80.0,112.0,75.0,80.0,63.0,53.0,60.0,47.0,39.0,48.0,65.0,49.0,59.0,48.0,64.0,3400.0
s,s,36,21.0,s,41,40,38.0,34,41,s,s,9,11.0,s,s,47,52.0,s,s,44,22.0,97,98.0,40,56.0,s,s,42119,75540,s,s,79,371,383,371,402,406,419,405,380,361,409,501,648.0,653.0,658.0,604.0,576.0,521.0,209,201,185,189,198,198,172,149,157,155,155,157,171,162,140,114,98,16,22.0,16.0,11.0,14.0,18.0,12.0,13.0,17.0,14.0,13.0,12.0,14.0,14.0,15.0,7.2,8.8,76,76.0,63.0,60.0,62.0,49.0,51.0,52.0,59.0,52.0,39.0,48.0,54.0,73.0,80.0,70.0,111.0,3500.0
s,s,28,10.0,s,24,0,41.0,48,20,s,s,11,8.4,s,s,56,78.0,s,s,43,7.9,95,97.0,45,59.0,s,s,51602,101803,s,s,97,650,571,588,644,620,624,616,574,546,588,655,758.0,760.0,811.0,763.0,762.0,706.0,333,283,283,288,288,272,228,190,201,190,172,177,170,158,145,117,111,19,25.0,22.0,23.0,22.0,23.0,18.0,12.0,14.0,9.1,12.0,16.0,8.8,7.4,6.9,11.0,8.6,42,49.0,55.0,51.0,51.0,44.0,44.0,50.0,45.0,41.0,40.0,43.0,41.0,52.0,54.0,50.0,53.0,3600.0
s,s,34,17.0,s,47,34,44.0,23,47,s,s,6.3,8.0,s,s,58,73.0,s,s,44,12.0,95,95.0,36,47.0,s,s,46503,74657,s,s,61,984,941,988,1004,876,919,837,859,883,988,1175,1302.0,1325.0,1415.0,1308.0,1261.0,1234.0,528,567,623,604,511,481,426,393,408,447,468,494,477,501,443,391,364,12,15.0,14.0,17.0,11.0,14.0,16.0,11.0,11.0,11.0,6.6,9.5,8.0,9.2,6.1,5.9,6.9,32,37.0,43.0,38.0,29.0,29.0,35.0,35.0,36.0,28.0,23.0,42.0,29.0,34.0,45.0,34.0,29.0,3700.0
s,s,21,11.0,s,49,16,25.0,21,0,s,s,5.1,6.1,s,s,70,74.0,s,s,24,12.0,98,97.0,51,56.0,s,s,79432,141871,s,s,79,348,329,348,348,342,325,338,340,304,350,420,518.0,550.0,551.0,498.0,486.0,462.0,175,188,183,169,133,117,97,95,95,94,110,130,113,106,90,102,99,15,19.0,22.0,20.0,20.0,20.0,18.0,16.0,20.0,16.0,14.0,16.0,8.9,8.2,4.6,4.3,6.5,64,99.0,77.0,87.0,58.0,62.0,69.0,63.0,58.0,53.0,40.0,58.0,42.0,54.0,57.0,40.0,35.0,3800.0
s,s,8.4,9.8,s,7.8,0,5.4,6.8,12,s,s,3.2,9.0,s,s,80,78.0,s,s,11,1.7,99,96.0,56,52.0,s,s,92370,162466,s,s,76,136,143,126,131,130,117,112,110,95,132,139,167.0,170.0,174.0,159.0,169.0,156.0,44,34,31,25,26,21,16,17,14,30,28,24,11,24,24,23,17,6.2,11.0,16.0,12.0,14.0,12.0,9.7,13.0,7.8,8.5,7.2,8.9,11.0,8.7,4.2,8.7,4.9,47,46.0,43.0,50.0,38.0,36.0,47.0,39.0,33.0,27.0,30.0,34.0,38.0,41.0,41.0,36.0,39.0,3900.0
s,s,5.2,4.4,s,0,0,13.0,2.4,3.6,s,s,0.6,3.6,s,s,87,81.0,s,s,3,2.4,100,97.0,69,63.0,s,s,237346,240876,s,s,1.5,29,26,29,34,38,34,28,26,30,36,42,45.0,54.0,58.0,46.0,46.0,47.0,14,9,10,9,10,8,8,5,5,7,s,s,s,7,6,7,11,1.8,4.4,6.2,5.5,5.1,4.8,4.5,8.6,6.6,5.9,6.1,6.7,4.8,3.5,2.4,4.8,1.9,31,34.0,39.0,38.0,24.0,31.0,33.0,37.0,37.0,30.0,28.0,28.0,32.0,31.0,35.0,34.0,34.0,4001.0
s,s,5.1,3.8,s,1.6,0,13.0,3.4,9.5,s,s,2.7,2.1,s,s,82,85.0,s,s,9.7,0.9,99,99.0,64,51.0,s,s,143620,146121,s,s,1.7,29,25,29,33,37,34,28,26,30,36,42,45.0,54.0,58.0,46.0,46.0,47.0,14,9,10,9,10,8,8,5,5,6,s,s,s,7,6,7,11,12,16.0,15.0,17.0,15.0,15.0,16.0,14.0,14.0,11.0,12.0,8.2,14.0,18.0,9.7,12.0,7.2,68,61.0,85.0,73.0,54.0,50.0,49.0,57.0,44.0,52.0,55.0,53.0,70.0,64.0,64.0,53.0,58.0,4002.0000000000005
s,s,3.6,5.7,s,4.3,1.8,1.5,1.8,3.6,s,s,1.2,2.7,s,s,76,73.0,s,s,5.2,2.6,100,98.0,74,63.0,s,s,312741,216664,s,s,-31,s,s,5,6,20,24,21,15,7,9,13,16.0,29.0,18.0,19.0,15.0,17.0,0,s,0,0,0,s,0,0,0,0,s,s,s,5,0,0,0,7.9,5.5,8.6,5.0,5.8,4.6,2.3,4.9,3.7,4.5,3.7,2.2,8.5,2.6,3.3,1.8,3.3,48,42.0,43.0,56.0,33.0,31.0,41.0,41.0,27.0,36.0,33.0,30.0,55.0,32.0,48.0,55.0,49.0,4100.0
s,s,9,4.9,s,31,0,34.0,6.6,19,s,s,2.7,4.0,s,s,87,88.0,s,s,7.5,3.8,100,95.0,56,53.0,s,s,133658,152973,s,s,14,57,65,71,72,79,69,72,64,53,60,65,72.0,77.0,81.0,69.0,53.0,54.0,15,21,20,20,15,20,19,24,19,16,18,20,16,20,9,5,s,9.8,7.4,11.0,6.9,8.1,6.0,6.6,9.0,5.4,5.7,8.7,5.7,5.4,10.0,5.1,2.1,3.9,43,43.0,52.0,49.0,39.0,29.0,43.0,36.0,33.0,43.0,32.0,42.0,53.0,42.0,46.0,43.0,45.0,4201.0
s,s,7.9,7.4,s,0,0,12.0,13,1.2,s,s,2.4,3.2,s,s,82,85.0,s,s,6.9,0.9,99,96.0,50,48.0,s,s,163335,215739,s,s,32,37,29,28,29,25,35,29,31,28,31,37,35.0,40.0,37.0,36.0,27.0,28.0,6,8,5,11,s,5,6,s,s,9,7,s,s,s,0,0,s,12,7.9,14.0,12.0,14.0,6.7,7.4,9.9,12.0,10.0,12.0,12.0,9.0,4.0,1.1,5.1,3.6,60,68.0,72.0,63.0,59.0,50.0,47.0,62.0,59.0,76.0,67.0,71.0,55.0,49.0,47.0,49.0,69.0,4202.0
s,s,20,12.0,s,35,27,33.0,38,27,s,s,4.9,7.1,s,s,67,79.0,s,s,27,10.0,98,99.0,46,48.0,s,s,107975,117233,s,s,8.6,347,316,304,272,289,296,261,236,233,269,361,384.0,376.0,366.0,348.0,303.0,266.0,172,149,121,116,140,129,104,96,78,77,84,63,71,70,67,51,43,18,13.0,10.0,17.0,14.0,13.0,11.0,15.0,13.0,10.0,6.8,10.0,14.0,17.0,12.0,9.2,6.8,52,48.0,54.0,52.0,45.0,43.0,50.0,52.0,51.0,58.0,50.0,54.0,79.0,74.0,101.0,96.0,86.0,4300.0
s,s,20,13.0,s,30,28,18.0,43,46,s,s,4.4,3.7,s,s,66,83.0,s,s,25,5.5,97,96.0,59,64.0,s,s,62904,206342,s,s,228,291,241,246,248,229,203,205,185,197,209,246,294.0,308.0,286.0,254.0,231.0,196.0,134,130,112,125,114,88,76,64,65,57,63,51,52,60,44,46,30,55,57.0,48.0,41.0,36.0,38.0,43.0,34.0,28.0,28.0,26.0,40.0,29.0,26.0,16.0,18.0,18.0,265,195.0,199.0,177.0,175.0,149.0,166.0,146.0,149.0,151.0,109.0,116.0,146.0,143.0,146.0,147.0,192.0,4400.0
s,s,24,14.0,s,32,36,19.0,23,2.2,s,s,22,9.6,s,s,44,68.0,s,s,32,10.0,95,97.0,56,72.0,s,s,54478,106310,s,s,95,724,655,613,622,677,653,616,541,585,695,732,799.0,751.0,732.0,695.0,640.0,600.0,416,394,357,300,340,315,290,234,237,269,235,251,213,194,199,155,147,32,33.0,27.0,31.0,27.0,25.0,26.0,23.0,20.0,23.0,29.0,25.0,29.0,19.0,17.0,21.0,22.0,52,48.0,53.0,60.0,55.0,41.0,40.0,68.0,61.0,60.0,47.0,58.0,82.0,54.0,70.0,73.0,79.0,4600.0
s,s,37,24.0,s,39,31,60.0,33,14,s,s,25,8.4,s,s,32,57.0,s,s,42,16.0,95,98.0,33,45.0,s,s,33758,66565,s,s,97,1379,1369,1441,1639,1622,1636,1602,1564,1376,1283,1430,1571.0,1655.0,1652.0,1569.0,1543.0,1464.0,727,800,844,925,963,999,905,848,691,553,565,581,575,546,531,472,460,33,32.0,40.0,39.0,25.0,29.0,25.0,19.0,13.0,15.0,16.0,19.0,13.0,9.8,8.8,10.0,8.5,48,58.0,48.0,36.0,38.0,52.0,49.0,32.0,32.0,32.0,30.0,41.0,41.0,42.0,43.0,61.0,90.0,4701.0
s,s,37,15.0,s,39,36,60.0,33,24,s,s,25,6.9,s,s,32,72.0,s,s,42,10.0,95,98.0,33,54.0,s,s,33758,138860,s,s,311,377,375,394,449,444,448,439,428,377,351,392,430.0,453.0,452.0,429.0,423.0,401.0,199,219,231,253,264,274,248,232,189,151,155,159,157,149,146,129,126,45,32.0,39.0,39.0,19.0,30.0,23.0,32.0,23.0,15.0,21.0,19.0,12.0,14.0,15.0,14.0,14.0,166,156.0,140.0,104.0,89.0,89.0,75.0,70.0,53.0,40.0,37.0,33.0,32.0,33.0,115.0,96.0,128.0,4702.0
s,s,30,9.7,s,40,0,52.0,32,21,s,s,11,4.5,s,s,50,76.0,s,s,36,11.0,92,94.0,53,59.0,s,s,59498,117975,s,s,98,302,291,238,268,274,253,231,241,205,246,296,323.0,309.0,281.0,240.0,252.0,258.0,137,142,123,106,106,98,88,82,57,64,71,73,74,53,38,40,37,27,30.0,25.0,18.0,21.0,26.0,15.0,27.0,23.0,27.0,25.0,26.0,14.0,20.0,18.0,9.8,14.0,76,72.0,85.0,79.0,89.0,69.0,51.0,66.0,90.0,73.0,64.0,73.0,95.0,82.0,92.0,110.0,96.0,4801.0
s,s,21,26.0,s,16,39,31.0,31,49,s,s,13,3.0,s,s,52,72.0,s,s,34,15.0,98,100.0,58,50.0,s,s,52562,79919,s,s,52,483,464,524,542,586,585,590,591,566,575,653,704.0,735.0,701.0,640.0,650.0,613.0,242,248,280,285,288,249,218,225,204,211,204,194,192,193,188,182,176,13,18.0,16.0,16.0,13.0,10.0,16.0,16.0,9.2,9.6,15.0,11.0,11.0,13.0,7.9,6.2,5.8,34,38.0,45.0,44.0,54.0,42.0,39.0,45.0,41.0,24.0,28.0,41.0,51.0,55.0,73.0,39.0,49.0,4802.0
s,s,35,21.0,s,47,32,51.0,51,18,s,s,15,8.3,s,s,49,69.0,s,s,39,16.0,99,95.0,46,62.0,s,s,44791,73912,s,s,65,444,479,527,513,496,559,550,519,476,524,576,647.0,630.0,654.0,609.0,609.0,544.0,244,264,265,288,281,299,250,254,219,211,185,173,165,158,142,124,111,28,33.0,28.0,29.0,30.0,30.0,30.0,24.0,10.0,14.0,20.0,16.0,12.0,16.0,14.0,20.0,12.0,69,80.0,82.0,76.0,76.0,54.0,71.0,58.0,71.0,60.0,44.0,53.0,67.0,76.0,92.0,103.0,109.0,4901.0
s,s,19,12.0,s,18,9.7,47.0,21,16,s,s,6,5.0,s,s,68,84.0,s,s,30,14.0,94,99.0,53,56.0,s,s,77307,98631,s,s,28,211,233,254,274,269,274,303,278,305,327,361,396.0,457.0,496.0,464.0,439.0,424.0,111,115,144,156,156,159,142,104,98,102,114,117,142,155,125,104,97,23,23.0,19.0,23.0,18.0,15.0,22.0,25.0,18.0,20.0,16.0,14.0,8.2,11.0,12.0,11.0,13.0,49,55.0,62.0,59.0,70.0,54.0,78.0,67.0,62.0,63.0,38.0,59.0,76.0,75.0,96.0,99.0,147.0,4902.0
