PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2011_15,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2011_15,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2011_15,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2011_15,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2011_15,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2011_15,PctHshldPhone_2000,PctHshldPhone_2011_15,PctHshldCar_2000,PctHshldCar_2011_15,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2011_15,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2011_15,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,fs_client_2016,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,tanf_client_2016,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_violent_2016,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015,Rate_crimes_pt1_property_2016,CENSUS_TRACT
s,s,25,21.0,s,37,40,14.0,20,10,s,s,13,18.0,s,s,44,55.0,s,s,31,19.0,97,99.0,64,61.0,s,s,50999,54776,s,s,7.4,720,714,713,755,856,906,989,1029,1012,1105,1223,1359.0,1484.0,1499.0,1525.0,1585.0,1475.0,355,394,426,416,457,458,470,480,485,489,491,499,560,547,556,544,520,28,27.0,23.0,25.0,24.0,24.0,20.0,24.0,30.0,36.0,28.0,34.0,30.0,34.0,31.0,28.0,25.0,54,82.0,55.0,66.0,53.0,44.0,58.0,76.0,84.0,60.0,56.0,54.0,46.0,49.0,60.0,55.0,56.0,7803.0
s,s,41,29.0,s,62,51,28.0,19,19,s,s,18,13.0,s,s,32,43.0,s,s,43,23.0,94,98.0,57,56.0,s,s,44838,53050,s,s,18,1247,1096,1166,1235,1317,1380,1379,1260,1241,1368,1447,1539.0,1706.0,1763.0,1712.0,1755.0,1600.0,752,671,757,793,820,847,807,693,673,715,644,667,678,685,679,664,621,26,22.0,28.0,25.0,18.0,23.0,18.0,19.0,24.0,31.0,23.0,17.0,18.0,30.0,32.0,22.0,18.0,40,47.0,49.0,63.0,46.0,32.0,40.0,44.0,57.0,55.0,41.0,58.0,53.0,53.0,62.0,51.0,41.0,7804.000000000001
s,s,18,26.0,s,22,24,22.0,18,16,s,s,16,19.0,s,s,41,46.0,s,s,24,12.0,92,99.0,66,51.0,s,s,59787,52629,s,s,-12,499,534,554,641,651,730,751,741,782,932,1016,1078.0,1096.0,1153.0,1127.0,1168.0,1081.0,279,322,350,380,361,384,367,373,379,416,437,435,428,425,416,410,380,26,33.0,26.0,25.0,28.0,29.0,15.0,19.0,24.0,21.0,29.0,25.0,31.0,38.0,38.0,31.0,23.0,85,95.0,68.0,117.0,74.0,60.0,71.0,51.0,46.0,53.0,63.0,58.0,49.0,66.0,88.0,72.0,66.0,7806.0
s,s,16,21.0,s,12,33,31.0,28,10,s,s,6.1,21.0,s,s,45,44.0,s,s,36,17.0,96,96.0,59,64.0,s,s,70014,65826,s,s,-6,427,441,510,571,616,690,729,710,734,819,894,1010.0,1050.0,1104.0,1133.0,1129.0,1039.0,241,266,302,303,326,378,398,395,383,397,405,389,394,425,441,444,430,23,23.0,22.0,23.0,20.0,28.0,18.0,15.0,27.0,17.0,22.0,19.0,20.0,27.0,23.0,26.0,28.0,53,57.0,57.0,82.0,57.0,36.0,39.0,49.0,77.0,49.0,55.0,69.0,58.0,48.0,62.0,64.0,71.0,7806.999999999999
s,s,36,30.0,s,48,32,29.0,27,26,s,s,22,30.0,s,s,36,45.0,s,s,35,24.0,92,96.0,48,57.0,s,s,44291,64456,s,s,46,1644,1534,1391,1288,1229,1338,1422,1429,1456,1590,1661,1838.0,1874.0,1907.0,1889.0,1898.0,1751.0,1021,971,888,773,728,773,809,778,756,775,810,771,752,724,693,723,662,23,26.0,20.0,24.0,15.0,21.0,21.0,32.0,35.0,38.0,43.0,30.0,17.0,26.0,23.0,24.0,16.0,53,33.0,46.0,56.0,40.0,33.0,31.0,82.0,119.0,100.0,97.0,97.0,44.0,46.0,44.0,42.0,33.0,7808.0
s,s,22,24.0,s,16,37,16.0,20,21,s,s,16,14.0,s,s,39,58.0,s,s,32,16.0,94,96.0,65,64.0,s,s,53323,50353,s,s,-5.6,597,638,662,767,779,873,898,886,935,1114,1215,1289.0,1310.0,1379.0,1347.0,1396.0,1293.0,333,385,419,455,432,459,439,446,452,497,522,520,512,507,497,491,454,16,18.0,12.0,18.0,13.0,11.0,15.0,12.0,15.0,18.0,16.0,16.0,16.0,20.0,19.0,17.0,15.0,42,47.0,63.0,80.0,54.0,54.0,51.0,59.0,48.0,39.0,59.0,47.0,50.0,43.0,63.0,46.0,34.0,7809.0
s,s,32,23.0,s,41,28,22.0,27,22,s,s,17,19.0,s,s,44,52.0,s,s,35,22.0,94,97.0,48,57.0,s,s,45181,69468,s,s,54,1068,1060,1117,1248,1281,1348,1266,1222,1242,1338,1439,1580.0,1609.0,1567.0,1469.0,1428.0,1261.0,572,633,737,832,812,836,741,700,664,658,633,675,660,608,588,525,453,19,22.0,21.0,24.0,18.0,22.0,27.0,18.0,14.0,13.0,9.7,11.0,15.0,22.0,20.0,23.0,19.0,28,41.0,35.0,45.0,43.0,34.0,34.0,21.0,31.0,30.0,26.0,27.0,40.0,48.0,60.0,47.0,42.0,7901.000000000001
s,s,19,27.0,s,28,47,10.0,12,19,s,s,15,12.0,s,s,45,59.0,s,s,32,7.3,97,97.0,71,67.0,s,s,74095,68656,s,s,-7.3,340,332,340,362,349,374,395,384,388,444,510,556.0,592.0,554.0,479.0,509.0,436.0,184,196,175,205,210,220,210,185,190,215,205,219,211,181,164,181,166,20,18.0,19.0,20.0,18.0,22.0,19.0,21.0,15.0,12.0,16.0,18.0,7.9,11.0,9.0,8.5,11.0,29,35.0,48.0,61.0,57.0,43.0,48.0,45.0,36.0,42.0,34.0,36.0,29.0,28.0,41.0,36.0,33.0,7903.0
s,s,18,6.5,s,26,2.3,24.0,9.9,22,s,s,11,5.4,s,s,55,76.0,s,s,30,4.6,96,96.0,71,87.0,s,s,81978,155337,s,s,89,382,332,303,317,313,296,227,202,207,219,267,309.0,293.0,294.0,271.0,226.0,183.0,213,189,167,162,176,159,106,90,62,58,71,84,82,88,74,48,38,11,15.0,10.0,9.7,11.0,7.4,12.0,14.0,14.0,16.0,8.3,9.0,6.5,8.6,6.8,9.0,6.8,30,56.0,51.0,54.0,51.0,66.0,52.0,45.0,50.0,51.0,52.0,56.0,49.0,52.0,63.0,48.0,39.0,8001.000000000001
s,s,13,7.2,s,18,5.2,24.0,13,3.8,s,s,7.5,6.8,s,s,70,76.0,s,s,14,3.9,98,98.0,72,82.0,s,s,97921,141322,s,s,44,481,398,363,387,362,351,369,358,336,349,391,407.0,374.0,365.0,318.0,281.0,228.0,207,195,162,173,176,176,198,153,123,111,126,120,112,98,87,61,55,18,18.0,16.0,17.0,13.0,17.0,17.0,11.0,11.0,7.6,8.9,13.0,14.0,9.2,11.0,11.0,11.0,59,67.0,63.0,82.0,61.0,77.0,52.0,41.0,46.0,41.0,48.0,40.0,55.0,56.0,55.0,44.0,50.0,8002.0
s,s,6.2,1.7,s,10,0,6.6,3.2,3.6,s,s,6.5,1.9,s,s,72,83.0,s,s,8.8,2.6,100,99.0,80,80.0,s,s,150197,208417,s,s,39,132,91,84,88,88,90,94,94,89,84,93,78.0,88.0,93.0,86.0,78.0,81.0,41,35,40,34,41,47,44,37,27,24,26,6,13,16,18,13,19,6.9,9.6,10.0,6.9,9.1,6.7,11.0,9.0,7.8,5.2,3.1,3.4,3.4,2.7,2.4,3.4,2.7,46,104.0,80.0,80.0,84.0,95.0,42.0,40.0,42.0,35.0,30.0,39.0,61.0,53.0,43.0,46.0,30.0,8100.0
s,s,3.3,7.6,s,2.3,0,3.8,18,0,s,s,0.7,3.4,s,s,83,75.0,s,s,1.5,0.4,99,97.0,69,70.0,s,s,186381,215782,s,s,16,15,11,8,9,7,12,14,10,11,17,14,13.0,27.0,25.0,17.0,17.0,17.0,s,s,6,0,0,s,s,0,0,s,6,s,s,s,s,s,0,9.4,8.1,7.6,5.3,3.7,2.9,2.5,2.9,2.8,3.8,0.7,2.7,2.4,2.1,0.0,1.7,1.7,46,50.0,39.0,41.0,36.0,29.0,29.0,38.0,36.0,23.0,20.0,36.0,36.0,39.0,33.0,34.0,27.0,8200.0
s,s,9.5,3.8,s,20,0,29.0,22,0,s,s,4,3.5,s,s,82,83.0,s,s,6,3.0,98,100.0,80,84.0,s,s,124467,174447,s,s,40,119,80,56,85,110,92,73,67,73,99,110,129.0,127.0,128.0,115.0,96.0,74.0,72,52,36,42,52,38,30,23,28,39,45,38,42,33,32,29,33,23,16.0,17.0,16.0,17.0,11.0,10.0,11.0,13.0,9.6,8.3,9.2,6.6,3.5,5.7,5.3,2.2,79,80.0,70.0,70.0,85.0,53.0,59.0,56.0,64.0,48.0,45.0,47.0,63.0,62.0,63.0,58.0,57.0,8301.0
s,s,4.7,6.5,s,0,0,3.6,11,5.2,s,s,5.2,2.2,s,s,70,75.0,s,s,16,5.0,100,98.0,85,80.0,s,s,115499,176346,s,s,53,126,233,676,1284,1776,1926,1858,1842,2132,2488,2803,2941.0,2967.0,2882.0,2633.0,2556.0,2493.0,61,67,94,112,106,76,63,44,34,36,46,78,101,123,156,166,191,19,11.0,20.0,15.0,13.0,7.9,8.2,10.0,12.0,7.8,5.4,11.0,10.0,10.0,8.6,11.0,8.6,75,103.0,79.0,81.0,100.0,76.0,66.0,58.0,61.0,52.0,42.0,56.0,83.0,73.0,68.0,80.0,109.0,8302.0
s,s,25,10.0,s,42,6.9,39.0,32,31,s,s,12,9.8,s,s,52,72.0,s,s,28,9.5,100,97.0,54,64.0,s,s,66110,130686,s,s,98,314,291,275,289,310,318,312,281,283,281,316,346.0,321.0,311.0,308.0,294.0,264.0,96,82,75,67,83,83,67,54,48,57,78,75,60,34,56,46,39,11,13.0,19.0,23.0,16.0,13.0,21.0,16.0,19.0,16.0,14.0,13.0,10.0,9.8,8.4,13.0,6.5,39,71.0,73.0,60.0,97.0,80.0,86.0,62.0,57.0,69.0,49.0,72.0,60.0,81.0,87.0,67.0,62.0,8402.0
s,s,19,8.5,s,38,0,13.0,20,12,s,s,21,3.2,s,s,42,78.0,s,s,35,5.0,93,98.0,67,77.0,s,s,57909,108973,s,s,88,401,415,412,404,424,410,362,318,324,368,400,419.0,412.0,375.0,329.0,301.0,229.0,218,237,223,207,193,164,170,129,121,135,130,131,117,98,87,61,43,36,48.0,32.0,46.0,36.0,36.0,31.0,30.0,31.0,37.0,30.0,33.0,29.0,25.0,25.0,39.0,36.0,71,105.0,83.0,64.0,113.0,85.0,110.0,92.0,95.0,102.0,96.0,78.0,125.0,146.0,157.0,146.0,111.0,8410.0
s,s,19,11.0,s,19,9.3,10.0,11,0,s,s,15,5.5,s,s,49,71.0,s,s,26,12.0,95,97.0,59,75.0,s,s,71217,104016,s,s,46,599,569,637,675,763,735,603,532,540,572,669,778.0,746.0,742.0,696.0,648.0,502.0,351,319,323,334,352,309,273,236,198,214,224,226,211,194,180,153,126,15,23.0,13.0,15.0,16.0,21.0,19.0,18.0,16.0,19.0,17.0,18.0,15.0,11.0,13.0,9.1,9.1,39,37.0,34.0,55.0,54.0,41.0,36.0,68.0,43.0,34.0,42.0,56.0,65.0,49.0,76.0,52.0,35.0,8701.0
s,s,26,25.0,s,31,29,22.0,24,25,s,s,15,15.0,s,s,44,57.0,s,s,44,15.0,93,95.0,47,63.0,s,s,70950,98502,s,s,39,427,401,354,440,429,428,423,415,432,503,511,586.0,632.0,594.0,550.0,530.0,469.0,239,200,192,218,216,193,152,164,167,185,150,173,185,148,145,164,140,21,27.0,18.0,23.0,24.0,22.0,30.0,21.0,24.0,22.0,26.0,36.0,11.0,12.0,11.0,14.0,13.0,44,56.0,65.0,84.0,93.0,49.0,49.0,92.0,56.0,57.0,67.0,53.0,59.0,38.0,47.0,60.0,61.0,8702.0
s,s,29,26.0,s,43,41,27.0,22,17,s,s,20,17.0,s,s,39,52.0,s,s,42,15.0,95,96.0,56,63.0,s,s,60078,78333,s,s,30,907,845,826,940,1117,1171,1113,1057,1174,1378,1497,1534.0,1576.0,1618.0,1398.0,1315.0,1164.0,579,495,470,533,674,667,575,512,553,555,494,499,486,497,435,405,345,29,24.0,18.0,26.0,20.0,26.0,18.0,18.0,18.0,17.0,13.0,15.0,20.0,17.0,15.0,19.0,19.0,51,45.0,43.0,44.0,48.0,44.0,47.0,52.0,46.0,45.0,47.0,38.0,48.0,52.0,64.0,54.0,52.0,8802.0
s,s,44,52.0,s,57,62,21.0,46,56,s,s,36,23.0,s,s,36,37.0,s,s,25,20.0,92,96.0,39,45.0,s,s,27385,25830,s,s,-5.7,398,478,521,556,653,670,648,650,755,764,850,949.0,1025.0,1075.0,991.0,887.0,839.0,225,296,324,309,351,287,275,244,279,264,286,311,327,309,286,262,263,55,63.0,55.0,81.0,54.0,56.0,59.0,51.0,44.0,32.0,34.0,30.0,32.0,32.0,28.0,31.0,35.0,117,137.0,149.0,190.0,243.0,139.0,148.0,184.0,161.0,137.0,89.0,136.0,119.0,115.0,96.0,114.0,119.0,8803.0
s,s,29,30.0,s,41,15,25.0,21,27,s,s,11,22.0,s,s,52,48.0,s,s,36,19.0,95,94.0,45,59.0,s,s,62026,49637,s,s,-20,575,612,629,724,883,868,802,785,873,1007,1117,1256.0,1323.0,1325.0,1226.0,1158.0,1046.0,391,363,347,374,458,413,426,373,410,400,366,419,463,446,418,376,317,28,38.0,31.0,30.0,33.0,35.0,23.0,30.0,26.0,13.0,24.0,23.0,28.0,19.0,25.0,25.0,29.0,71,71.0,69.0,74.0,71.0,71.0,54.0,40.0,52.0,38.0,42.0,53.0,65.0,60.0,73.0,59.0,71.0,8804.0
s,s,23,33.0,s,36,55,24.0,13,4,s,s,14,13.0,s,s,47,51.0,s,s,42,24.0,94,97.0,58,49.0,s,s,46665,35166,s,s,-25,734,688,705,887,1031,1074,1030,936,1027,1223,1314,1440.0,1432.0,1419.0,1251.0,1171.0,1050.0,431,419,417,494,554,544,516,430,461,512,484,487,476,464,435,416,359,26,17.0,24.0,28.0,25.0,24.0,23.0,26.0,18.0,18.0,17.0,11.0,16.0,14.0,17.0,17.0,19.0,46,51.0,51.0,62.0,57.0,46.0,56.0,56.0,44.0,54.0,48.0,55.0,56.0,73.0,68.0,72.0,56.0,8903.0
s,s,36,25.0,s,51,12,22.0,23,34,s,s,14,19.0,s,s,44,53.0,s,s,38,24.0,93,98.0,39,45.0,s,s,36636,52306,s,s,43,882,938,1036,1229,1404,1455,1390,1398,1440,1593,1683,1837.0,1829.0,1824.0,1807.0,1777.0,1616.0,506,545,622,652,762,749,709,665,647,636,587,578,561,537,525,504,464,37,32.0,31.0,38.0,30.0,35.0,32.0,31.0,34.0,32.0,26.0,21.0,28.0,22.0,25.0,24.0,21.0,47,54.0,55.0,66.0,63.0,70.0,57.0,58.0,43.0,58.0,40.0,42.0,50.0,59.0,49.0,41.0,34.0,8904.0
s,s,24,18.0,s,5.8,0,44.0,43,38,s,s,10,10.0,s,s,37,43.0,s,s,34,17.0,100,99.0,58,69.0,s,s,69733,85413,s,s,22,253,234,234,249,258,277,296,298,313,358,435,554.0,628.0,663.0,605.0,640.0,688.0,67,66,68,72,74,81,96,74,69,65,88,99,106,114,96,91,117,5.1,3.8,9.5,6.9,9.2,6.7,5.0,11.0,5.3,7.8,2.6,5.5,5.1,5.5,2.9,4.4,2.9,28,37.0,30.0,45.0,42.0,28.0,28.0,42.0,53.0,48.0,56.0,41.0,39.0,50.0,60.0,36.0,37.0,9000.0
s,s,28,28.0,s,45,42,26.0,20,19,s,s,12,15.0,s,s,44,50.0,s,s,32,16.0,99,98.0,52,61.0,s,s,67415,60925,s,s,-9.6,998,1055,1132,1283,1452,1541,1513,1476,1563,1724,1838,2047.0,2301.0,2348.0,2260.0,2225.0,2029.0,674,731,759,777,888,948,895,823,809,838,830,838,920,908,944,897,854,26,18.0,23.0,21.0,21.0,24.0,24.0,23.0,24.0,18.0,17.0,21.0,23.0,19.0,24.0,22.0,23.0,58,46.0,56.0,74.0,77.0,76.0,67.0,65.0,57.0,47.0,42.0,72.0,62.0,81.0,97.0,100.0,90.0,9102.0
s,s,24,21.0,s,21,15,5.8,22,22,s,s,12,16.0,s,s,52,55.0,s,s,37,13.0,100,93.0,55,66.0,s,s,44382,115654,s,s,161,174,162,131,159,186,168,169,158,193,274,345,370.0,351.0,380.0,370.0,357.0,363.0,107,104,84,73,71,82,96,81,92,119,128,151,116,128,104,81,75,13,14.0,11.0,9.2,16.0,16.0,10.0,12.0,9.7,13.0,10.0,8.6,11.0,8.1,9.6,9.6,12.0,59,72.0,59.0,56.0,38.0,53.0,31.0,38.0,36.0,30.0,32.0,40.0,29.0,29.0,54.0,57.0,44.0,9201.0
s,s,25,19.0,s,37,22,23.0,15,15,s,s,11,17.0,s,s,54,65.0,s,s,34,17.0,98,100.0,64,65.0,s,s,58478,92872,s,s,59,494,488,519,597,683,712,685,706,682,782,863,1013.0,1049.0,1035.0,962.0,933.0,862.0,278,259,298,286,316,333,327,301,304,296,307,322,324,302,279,260,240,17,13.0,12.0,12.0,8.8,12.0,12.0,10.0,11.0,13.0,9.7,7.7,7.4,9.3,11.0,9.7,8.1,30,31.0,34.0,29.0,39.0,29.0,19.0,34.0,32.0,29.0,36.0,26.0,24.0,29.0,37.0,34.0,17.0,9203.0
s,s,29,41.0,s,47,56,36.0,19,32,s,s,14,28.0,s,s,44,41.0,s,s,31,20.0,98,96.0,42,42.0,s,s,46879,43912,s,s,-6.3,373,369,392,451,516,538,517,533,516,591,652,766.0,793.0,782.0,727.0,705.0,651.0,210,196,225,216,238,252,247,227,229,224,232,243,245,228,210,196,181,12,20.0,16.0,17.0,17.0,24.0,26.0,12.0,8.7,13.0,11.0,9.8,17.0,9.8,14.0,14.0,16.0,56,50.0,61.0,51.0,51.0,60.0,34.0,32.0,34.0,29.0,23.0,34.0,40.0,39.0,62.0,42.0,47.0,9204.0
s,s,14,7.9,s,12,0,7.4,11,18,s,s,12,16.0,s,s,53,59.0,s,s,17,8.0,99,99.0,90,87.0,s,s,92274,104859,s,s,14,161,193,206,224,248,277,322,299,276,341,404,476.0,539.0,532.0,472.0,474.0,424.0,82,109,123,97,120,151,165,141,100,118,114,131,149,147,109,99,77,16,15.0,16.0,16.0,13.0,20.0,17.0,20.0,18.0,12.0,9.9,11.0,12.0,12.0,9.9,13.0,12.0,75,87.0,66.0,63.0,57.0,56.0,55.0,43.0,36.0,46.0,59.0,58.0,51.0,55.0,70.0,74.0,85.0,9301.0
s,s,12,7.0,s,22,0,22.0,5.6,12,s,s,14,10.0,s,s,55,62.0,s,s,30,18.0,95,96.0,61,77.0,s,s,74415,87972,s,s,18,103,91,138,182,174,212,186,169,188,237,253,280.0,273.0,287.0,267.0,252.0,257.0,69,63,89,101,90,97,90,64,62,86,98,84,71,65,69,53,72,17,21.0,27.0,24.0,21.0,28.0,18.0,21.0,39.0,32.0,24.0,21.0,27.0,32.0,17.0,34.0,26.0,80,66.0,65.0,64.0,68.0,55.0,65.0,104.0,106.0,92.0,124.0,46.0,159.0,183.0,208.0,177.0,142.0,9302.0
s,s,7.9,12.0,s,7,1.1,8.6,11,7,s,s,10,18.0,s,s,51,51.0,s,s,21,10.0,99,99.0,81,80.0,s,s,101843,96680,s,s,-5.1,271,245,268,327,334,376,382,340,382,498,573,734.0,728.0,681.0,619.0,655.0,604.0,149,171,187,180,163,171,156,150,150,164,184,227,210,160,131,151,143,11,10.0,9.6,11.0,9.8,11.0,15.0,5.8,8.9,6.7,5.8,8.4,7.2,7.4,8.6,9.6,9.6,46,61.0,50.0,55.0,52.0,36.0,37.0,30.0,35.0,34.0,30.0,42.0,52.0,58.0,62.0,59.0,64.0,9400.0
s,s,16,23.0,s,9.7,28,12.0,10,18,s,s,32,11.0,s,s,47,50.0,s,s,20,19.0,98,98.0,65,74.0,s,s,69043,48515,s,s,-30,338,315,344,447,513,565,491,538,629,711,883,1090.0,1166.0,1199.0,1152.0,1314.0,1279.0,183,198,214,265,270,247,203,229,247,281,292,323,289,280,270,270,236,6.6,8.7,4.7,16.0,6.0,8.3,11.0,7.1,4.2,7.5,4.8,3.8,4.5,3.5,5.3,5.7,3.8,23,43.0,42.0,39.0,43.0,33.0,27.0,26.0,25.0,23.0,23.0,12.0,21.0,21.0,24.0,19.0,14.0,9501.0
s,s,7,8.9,s,6.3,9,7.6,6.9,9.4,s,s,6.8,7.1,s,s,51,56.0,s,s,8.9,3.0,99,98.0,91,91.0,s,s,103363,98659,s,s,-4.6,102,92,99,109,130,142,147,168,181,223,295,383.0,374.0,370.0,366.0,347.0,326.0,77,64,59,55,51,60,63,56,66,63,107,145,125,142,137,106,107,4.2,5.9,7.6,2.3,4.7,4.4,8.7,8.1,3.1,5.5,6.5,2.7,6.2,6.2,6.5,5.8,5.2,32,28.0,30.0,31.0,29.0,42.0,28.0,19.0,25.0,22.0,27.0,31.0,41.0,32.0,42.0,41.0,28.0,9503.0
s,s,13,12.0,s,11,2.1,9.8,17,17,s,s,14,16.0,s,s,51,47.0,s,s,22,12.0,99,100.0,79,84.0,s,s,79193,84741,s,s,7,157,157,151,186,224,236,244,255,287,348,384,465.0,502.0,469.0,448.0,444.0,381.0,103,107,103,108,111,126,120,114,134,134,139,141,144,118,116,122,104,12,12.0,8.4,9.4,8.9,18.0,14.0,14.0,11.0,9.1,8.6,11.0,11.0,9.6,7.6,6.6,8.3,35,46.0,39.0,43.0,34.0,38.0,40.0,38.0,39.0,41.0,38.0,45.0,48.0,49.0,65.0,54.0,50.0,9504.0
s,s,6.6,9.7,s,6.8,0,10.0,11,13,s,s,7.5,24.0,s,s,49,51.0,s,s,17,16.0,99,100.0,86,67.0,s,s,88602,92745,s,s,4.7,185,169,178,198,243,251,270,234,303,375,396,517.0,548.0,528.0,497.0,505.0,469.0,112,102,113,114,141,153,133,103,128,134,131,143,154,128,130,134,128,6.9,11.0,12.0,15.0,13.0,10.0,13.0,16.0,13.0,15.0,11.0,8.7,7.2,6.5,9.9,10.0,9.9,34,46.0,48.0,43.0,40.0,38.0,29.0,40.0,32.0,31.0,41.0,44.0,40.0,31.0,51.0,60.0,68.0,9505.0
s,s,13,11.0,s,25,24,10.0,6.8,12,s,s,6.2,22.0,s,s,48,45.0,s,s,18,11.0,100,99.0,79,84.0,s,s,72886,80552,s,s,11,104,100,112,103,127,119,115,125,149,190,246,302.0,306.0,318.0,280.0,289.0,259.0,54,55,72,69,77,59,58,65,68,80,80,87,94,99,88,73,72,6.4,3.8,3.9,8.4,7.8,10.0,3.9,4.0,9.3,4.0,1.3,5.4,4.0,5.4,6.0,8.1,4.7,20,22.0,26.0,23.0,25.0,15.0,12.0,19.0,17.0,17.0,18.0,18.0,20.0,17.0,17.0,18.0,17.0,9507.0
s,s,5.7,7.7,s,2.7,1.6,3.5,9.6,15,s,s,7.9,11.0,s,s,53,60.0,s,s,15,7.0,98,98.0,81,76.0,s,s,82998,86715,s,s,4.5,238,188,183,199,234,261,258,285,324,392,500,636.0,687.0,723.0,709.0,735.0,712.0,121,116,108,104,115,120,103,117,144,145,158,193,208,194,223,205,173,3.2,2.8,9.0,12.0,6.0,8.2,9.7,13.0,14.0,13.0,7.6,8.2,6.7,8.2,6.1,7.6,4.6,28,26.0,26.0,30.0,24.0,22.0,18.0,19.0,29.0,23.0,24.0,29.0,26.0,18.0,31.0,22.0,29.0,9508.0
s,s,5.7,4.3,s,15,0,4.0,2.1,9,s,s,4.8,26.0,s,s,52,51.0,s,s,25,11.0,100,99.0,90,85.0,s,s,86015,83848,s,s,-2.5,159,160,153,189,227,239,247,258,290,353,389,471.0,509.0,475.0,455.0,450.0,387.0,104,108,104,109,113,128,122,116,136,135,141,143,146,119,118,123,105,4.1,4.8,6.1,8.2,5.1,5.8,5.1,5.4,5.8,5.1,5.8,3.7,4.8,5.4,3.4,3.4,3.7,15,23.0,25.0,20.0,19.0,20.0,17.0,21.0,20.0,20.0,19.0,18.0,23.0,18.0,32.0,22.0,9.2,9509.0
s,s,28,43.0,s,43,64,21.0,13,13,s,s,21,33.0,s,s,44,36.0,s,s,31,22.0,96,99.0,65,62.0,s,s,55983,42873,s,s,-23,869,824,895,922,975,1086,1092,1041,1099,1303,1408,1557.0,1603.0,1646.0,1592.0,1590.0,1443.0,506,513,594,585,605,627,617,652,644,734,758,752,771,776,715,673,616,20,20.0,26.0,24.0,21.0,36.0,17.0,19.0,26.0,22.0,13.0,17.0,17.0,26.0,36.0,17.0,20.0,37,47.0,37.0,98.0,56.0,42.0,34.0,58.0,52.0,53.0,57.0,37.0,57.0,42.0,61.0,41.0,38.0,9601.0
s,s,33,42.0,s,34,48,13.0,59,40,s,s,14,18.0,s,s,50,52.0,s,s,35,21.0,99,98.0,51,44.0,s,s,36095,27680,s,s,-23,1091,937,980,984,1032,1098,1094,1075,1062,1136,1317,1440.0,1464.0,1617.0,1664.0,1741.0,1616.0,620,539,533,517,509,555,522,590,537,534,590,597,633,640,654,668,626,8.8,17.0,13.0,17.0,15.0,18.0,13.0,12.0,14.0,13.0,14.0,14.0,11.0,15.0,21.0,14.0,18.0,40,46.0,46.0,62.0,54.0,46.0,30.0,48.0,44.0,48.0,38.0,29.0,33.0,41.0,38.0,35.0,33.0,9602.0
